"Customer ID","rfm_segment","r_score","f_score","m_score"
15451.0,"131",1,3,1
16472.0,"133",1,3,3
18266.0,"111",1,1,1
15420.0,"133",1,3,3
16864.0,"122",1,2,2
17380.0,"113",1,1,3
13380.0,"111",1,1,1
15196.0,"132",1,3,2
14254.0,"123",1,2,3
14310.0,"122",1,2,2
15859.0,"122",1,2,2
14392.0,"112",1,1,2
16331.0,"124",1,2,4
16312.0,"111",1,1,1
16799.0,"142",1,4,2
14579.0,"121",1,2,1
14455.0,"143",1,4,3
15884.0,"111",1,1,1
13326.0,"112",1,1,2
13367.0,"122",1,2,2
12486.0,"133",1,3,3
13920.0,"144",1,4,4
12768.0,"121",1,2,1
15778.0,"122",1,2,2
14302.0,"123",1,2,3
14169.0,"133",1,3,3
14328.0,"111",1,1,1
18244.0,"122",1,2,2
14063.0,"131",1,3,1
13290.0,"111",1,1,1
14991.0,"122",1,2,2
16300.0,"154",1,5,4
15490.0,"121",1,2,1
14492.0,"144",1,4,4
14663.0,"132",1,3,2
14802.0,"111",1,1,1
17657.0,"111",1,1,1
13306.0,"111",1,1,1
15413.0,"121",1,2,1
16760.0,"121",1,2,1
12975.0,"144",1,4,4
14120.0,"111",1,1,1
16490.0,"111",1,1,1
15736.0,"144",1,4,4
13022.0,"111",1,1,1
13674.0,"121",1,2,1
18284.0,"122",1,2,2
13818.0,"111",1,1,1
13861.0,"121",1,2,1
16307.0,"134",1,3,4
17008.0,"111",1,1,1
13556.0,"111",1,1,1
13423.0,"111",1,1,1
13785.0,"122",1,2,2
17127.0,"123",1,2,3
17249.0,"121",1,2,1
14118.0,"112",1,1,2
12903.0,"133",1,3,3
13567.0,"153",1,5,3
14266.0,"111",1,1,1
17424.0,"111",1,1,1
15600.0,"133",1,3,3
16166.0,"122",1,2,2
16269.0,"133",1,3,3
15931.0,"111",1,1,1
14909.0,"144",1,4,4
13776.0,"111",1,1,1
15614.0,"145",1,4,5
13360.0,"134",1,3,4
16111.0,"132",1,3,2
16568.0,"113",1,1,3
17196.0,"142",1,4,2
15080.0,"122",1,2,2
13257.0,"111",1,1,1
16329.0,"144",1,4,4
14322.0,"122",1,2,2
14186.0,"144",1,4,4
14564.0,"144",1,4,4
14425.0,"133",1,3,3
13406.0,"112",1,1,2
12862.0,"143",1,4,3
17465.0,"144",1,4,4
17518.0,"132",1,3,2
13537.0,"133",1,3,3
15177.0,"123",1,2,3
15418.0,"132",1,3,2
14571.0,"121",1,2,1
14590.0,"155",1,5,5
17264.0,"142",1,4,2
14319.0,"122",1,2,2
17635.0,"134",1,3,4
17755.0,"111",1,1,1
17273.0,"111",1,1,1
14568.0,"133",1,3,3
17710.0,"122",1,2,2
13912.0,"111",1,1,1
12655.0,"122",1,2,2
16039.0,"122",1,2,2
17104.0,"122",1,2,2
13968.0,"111",1,1,1
14263.0,"112",1,1,2
16263.0,"122",1,2,2
14846.0,"112",1,1,2
14838.0,"133",1,3,3
13541.0,"113",1,1,3
17944.0,"121",1,2,1
15151.0,"134",1,3,4
13909.0,"132",1,3,2
13440.0,"134",1,3,4
17182.0,"112",1,1,2
13378.0,"111",1,1,1
16238.0,"111",1,1,1
13770.0,"133",1,3,3
17851.0,"154",1,5,4
16130.0,"133",1,3,3
12900.0,"112",1,1,2
15242.0,"112",1,1,2
14316.0,"124",1,2,4
13696.0,"124",1,2,4
18090.0,"132",1,3,2
17717.0,"122",1,2,2
14343.0,"153",1,5,3
15735.0,"122",1,2,2
16176.0,"144",1,4,4
17751.0,"121",1,2,1
16991.0,"133",1,3,3
17823.0,"142",1,4,2
14956.0,"114",1,1,4
14168.0,"122",1,2,2
15817.0,"144",1,4,4
17202.0,"111",1,1,1
17390.0,"111",1,1,1
17687.0,"122",1,2,2
16336.0,"135",1,3,5
15202.0,"111",1,1,1
17822.0,"144",1,4,4
15686.0,"111",1,1,1
17938.0,"121",1,2,1
17316.0,"121",1,2,1
16879.0,"111",1,1,1
13463.0,"111",1,1,1
14781.0,"111",1,1,1
13446.0,"155",1,5,5
15688.0,"121",1,2,1
14839.0,"133",1,3,3
14877.0,"132",1,3,2
15772.0,"122",1,2,2
13820.0,"143",1,4,3
17141.0,"143",1,4,3
16691.0,"111",1,1,1
12835.0,"155",1,5,5
13214.0,"155",1,5,5
13957.0,"122",1,2,2
15934.0,"124",1,2,4
16069.0,"122",1,2,2
14940.0,"122",1,2,2
12699.0,"133",1,3,3
16772.0,"144",1,4,4
13152.0,"144",1,4,4
16476.0,"122",1,2,2
13387.0,"131",1,3,1
15459.0,"111",1,1,1
17143.0,"143",1,4,3
13088.0,"121",1,2,1
17023.0,"133",1,3,3
16854.0,"134",1,3,4
15710.0,"143",1,4,3
13480.0,"133",1,3,3
14734.0,"133",1,3,3
13840.0,"133",1,3,3
14469.0,"144",1,4,4
17137.0,"143",1,4,3
16521.0,"153",1,5,3
16702.0,"143",1,4,3
15647.0,"111",1,1,1
14612.0,"113",1,1,3
12387.0,"111",1,1,1
13374.0,"122",1,2,2
12511.0,"155",1,5,5
17834.0,"133",1,3,3
13386.0,"123",1,2,3
13195.0,"131",1,3,1
12400.0,"111",1,1,1
15995.0,"143",1,4,3
18243.0,"122",1,2,2
16310.0,"122",1,2,2
16167.0,"133",1,3,3
16540.0,"121",1,2,1
14686.0,"153",1,5,3
12972.0,"143",1,4,3
16465.0,"133",1,3,3
14296.0,"122",1,2,2
12960.0,"134",1,3,4
12899.0,"222",2,2,2
12973.0,"212",2,1,2
16975.0,"233",2,3,3
14945.0,"211",2,1,1
13746.0,"211",2,1,1
12369.0,"244",2,4,4
14728.0,"211",2,1,1
13241.0,"231",2,3,1
17407.0,"222",2,2,2
15248.0,"244",2,4,4
17260.0,"211",2,1,1
13333.0,"233",2,3,3
13574.0,"242",2,4,2
17435.0,"212",2,1,2
13073.0,"222",2,2,2
16920.0,"222",2,2,2
13977.0,"212",2,1,2
14183.0,"222",2,2,2
12926.0,"254",2,5,4
14181.0,"232",2,3,2
14197.0,"222",2,2,2
17981.0,"221",2,2,1
17393.0,"232",2,3,2
13733.0,"222",2,2,2
14249.0,"255",2,5,5
14718.0,"211",2,1,1
16259.0,"242",2,4,2
15064.0,"244",2,4,4
12411.0,"222",2,2,2
17327.0,"211",2,1,1
16785.0,"222",2,2,2
16576.0,"222",2,2,2
18247.0,"233",2,3,3
15207.0,"223",2,2,3
16962.0,"211",2,1,1
14324.0,"233",2,3,3
14278.0,"211",2,1,1
13578.0,"211",2,1,1
13274.0,"222",2,2,2
13906.0,"211",2,1,1
15536.0,"221",2,2,1
15876.0,"214",2,1,4
12537.0,"233",2,3,3
12563.0,"211",2,1,1
13547.0,"231",2,3,1
14281.0,"211",2,1,1
17478.0,"234",2,3,4
17326.0,"242",2,4,2
13713.0,"243",2,4,3
16382.0,"232",2,3,2
18060.0,"233",2,3,3
15328.0,"211",2,1,1
15285.0,"211",2,1,1
16129.0,"244",2,4,4
16630.0,"211",2,1,1
17853.0,"244",2,4,4
13031.0,"255",2,5,5
14303.0,"222",2,2,2
14294.0,"222",2,2,2
15887.0,"223",2,2,3
16635.0,"222",2,2,2
15170.0,"211",2,1,1
17741.0,"211",2,1,1
17821.0,"212",2,1,2
14746.0,"213",2,1,3
13580.0,"211",2,1,1
14490.0,"244",2,4,4
16058.0,"211",2,1,1
15439.0,"234",2,3,4
12608.0,"212",2,1,2
15501.0,"232",2,3,2
13677.0,"242",2,4,2
16724.0,"221",2,2,1
14848.0,"212",2,1,2
17413.0,"212",2,1,2
16606.0,"222",2,2,2
15879.0,"253",2,5,3
14429.0,"222",2,2,2
14648.0,"255",2,5,5
16876.0,"221",2,2,1
15337.0,"222",2,2,2
12986.0,"244",2,4,4
14617.0,"211",2,1,1
17121.0,"212",2,1,2
13535.0,"211",2,1,1
12389.0,"234",2,3,4
17003.0,"243",2,4,3
13251.0,"221",2,2,1
14363.0,"211",2,1,1
13215.0,"211",2,1,1
13331.0,"212",2,1,2
14942.0,"223",2,2,3
15915.0,"242",2,4,2
16865.0,"211",2,1,1
15336.0,"211",2,1,1
17473.0,"223",2,2,3
15233.0,"211",2,1,1
14398.0,"233",2,3,3
15481.0,"234",2,3,4
13981.0,"222",2,2,2
14136.0,"244",2,4,4
16060.0,"222",2,2,2
16391.0,"253",2,5,3
12914.0,"211",2,1,1
16888.0,"232",2,3,2
16707.0,"232",2,3,2
13648.0,"244",2,4,4
13303.0,"211",2,1,1
13172.0,"211",2,1,1
12958.0,"232",2,3,2
13206.0,"255",2,5,5
13903.0,"211",2,1,1
15294.0,"221",2,2,1
15425.0,"244",2,4,4
15792.0,"233",2,3,3
17276.0,"232",2,3,2
17876.0,"215",2,1,5
13646.0,"232",2,3,2
13836.0,"223",2,2,3
13921.0,"233",2,3,3
15560.0,"211",2,1,1
16640.0,"211",2,1,1
16787.0,"243",2,4,3
18083.0,"232",2,3,2
14203.0,"212",2,1,2
16559.0,"221",2,2,1
12892.0,"222",2,2,2
13773.0,"222",2,2,2
13377.0,"244",2,4,4
14927.0,"222",2,2,2
17258.0,"232",2,3,2
17000.0,"222",2,2,2
16420.0,"211",2,1,1
15390.0,"234",2,3,4
13738.0,"242",2,4,2
15441.0,"234",2,3,4
15617.0,"233",2,3,3
18098.0,"242",2,4,2
13691.0,"231",2,3,1
15635.0,"211",2,1,1
14275.0,"224",2,2,4
16381.0,"231",2,3,1
13660.0,"232",2,3,2
14610.0,"211",2,1,1
15011.0,"222",2,2,2
12907.0,"222",2,2,2
17208.0,"221",2,2,1
17467.0,"211",2,1,1
16977.0,"222",2,2,2
17983.0,"221",2,2,1
16740.0,"221",2,2,1
17726.0,"233",2,3,3
16021.0,"242",2,4,2
14899.0,"244",2,4,4
17807.0,"242",2,4,2
17363.0,"223",2,2,3
14122.0,"212",2,1,2
14365.0,"233",2,3,3
13945.0,"233",2,3,3
12927.0,"211",2,1,1
13671.0,"231",2,3,1
15131.0,"211",2,1,1
15890.0,"212",2,1,2
16868.0,"232",2,3,2
14399.0,"254",2,5,4
14615.0,"233",2,3,3
15001.0,"231",2,3,1
13096.0,"212",2,1,2
13915.0,"211",2,1,1
17903.0,"232",2,3,2
13252.0,"222",2,2,2
16662.0,"221",2,2,1
16786.0,"211",2,1,1
14922.0,"233",2,3,3
13857.0,"243",2,4,3
17308.0,"215",2,1,5
16827.0,"212",2,1,2
17558.0,"222",2,2,2
17815.0,"213",2,1,3
12803.0,"233",2,3,3
18057.0,"244",2,4,4
16677.0,"233",2,3,3
17476.0,"222",2,2,2
16797.0,"254",2,5,4
16118.0,"235",2,3,5
18054.0,"211",2,1,1
18007.0,"231",2,3,1
15566.0,"211",2,1,1
17210.0,"231",2,3,1
16199.0,"213",2,1,3
13293.0,"233",2,3,3
17803.0,"221",2,2,1
17366.0,"243",2,4,3
18063.0,"211",2,1,1
17300.0,"232",2,3,2
13545.0,"232",2,3,2
16687.0,"211",2,1,1
14807.0,"232",2,3,2
16074.0,"222",2,2,2
17497.0,"212",2,1,2
14599.0,"242",2,4,2
15283.0,"211",2,1,1
17544.0,"243",2,4,3
14559.0,"211",2,1,1
15726.0,"222",2,2,2
13582.0,"211",2,1,1
16314.0,"234",2,3,4
12376.0,"212",2,1,2
17992.0,"231",2,3,1
14526.0,"232",2,3,2
17106.0,"232",2,3,2
14358.0,"222",2,2,2
14065.0,"233",2,3,3
17740.0,"212",2,1,2
16087.0,"214",2,1,4
13353.0,"211",2,1,1
15968.0,"242",2,4,2
17689.0,"222",2,2,2
13597.0,"222",2,2,2
13789.0,"221",2,2,1
15161.0,"221",2,2,1
13795.0,"223",2,2,3
14192.0,"212",2,1,2
15842.0,"222",2,2,2
13237.0,"223",2,2,3
14417.0,"243",2,4,3
17200.0,"222",2,2,2
14811.0,"221",2,2,1
15515.0,"211",2,1,1
13964.0,"222",2,2,2
18195.0,"211",2,1,1
17310.0,"213",2,1,3
13605.0,"232",2,3,2
14405.0,"211",2,1,1
17776.0,"242",2,4,2
13864.0,"213",2,1,3
14614.0,"222",2,2,2
13665.0,"244",2,4,4
17355.0,"222",2,2,2
13970.0,"213",2,1,3
16089.0,"232",2,3,2
16973.0,"211",2,1,1
17089.0,"211",2,1,1
12467.0,"221",2,2,1
13996.0,"223",2,2,3
17421.0,"233",2,3,3
16588.0,"234",2,3,4
17868.0,"221",2,2,1
17532.0,"211",2,1,1
12629.0,"234",2,3,4
12419.0,"222",2,2,2
17683.0,"233",2,3,3
17269.0,"242",2,4,2
16599.0,"211",2,1,1
17241.0,"244",2,4,4
13156.0,"244",2,4,4
15138.0,"222",2,2,2
12978.0,"244",2,4,4
15846.0,"221",2,2,1
13961.0,"222",2,2,2
12874.0,"233",2,3,3
16346.0,"211",2,1,1
17493.0,"211",2,1,1
17335.0,"232",2,3,2
12887.0,"211",2,1,1
13275.0,"231",2,3,1
12858.0,"231",2,3,1
15155.0,"222",2,2,2
17275.0,"221",2,2,1
16946.0,"234",2,3,4
16501.0,"254",2,5,4
17036.0,"211",2,1,1
15519.0,"222",2,2,2
13550.0,"232",2,3,2
15377.0,"223",2,2,3
12807.0,"222",2,2,2
13086.0,"232",2,3,2
16972.0,"243",2,4,3
17782.0,"223",2,2,3
14134.0,"245",2,4,5
14994.0,"253",2,5,3
15169.0,"232",2,3,2
14478.0,"234",2,3,4
16373.0,"222",2,2,2
17713.0,"234",2,3,4
14926.0,"212",2,1,2
16935.0,"232",2,3,2
16821.0,"211",2,1,1
12880.0,"223",2,2,3
17872.0,"211",2,1,1
16155.0,"233",2,3,3
17098.0,"223",2,2,3
12805.0,"234",2,3,4
18047.0,"242",2,4,2
14252.0,"212",2,1,2
17570.0,"211",2,1,1
17766.0,"222",2,2,2
13181.0,"222",2,2,2
12889.0,"222",2,2,2
16437.0,"222",2,2,2
16001.0,"232",2,3,2
14202.0,"223",2,2,3
17598.0,"212",2,1,2
13843.0,"222",2,2,2
13624.0,"222",2,2,2
16590.0,"222",2,2,2
15173.0,"244",2,4,4
14458.0,"231",2,3,1
18076.0,"211",2,1,1
16699.0,"233",2,3,3
16489.0,"212",2,1,2
15509.0,"221",2,2,1
13554.0,"254",2,5,4
15476.0,"244",2,4,4
17998.0,"233",2,3,3
15902.0,"221",2,2,1
17167.0,"243",2,4,3
13987.0,"233",2,3,3
17996.0,"232",2,3,2
15084.0,"223",2,2,3
18025.0,"243",2,4,3
14721.0,"221",2,2,1
16874.0,"221",2,2,1
15020.0,"221",2,2,1
15495.0,"221",2,2,1
17989.0,"221",2,2,1
17882.0,"232",2,3,2
13019.0,"234",2,3,4
16231.0,"243",2,4,3
12385.0,"234",2,3,4
15961.0,"232",2,3,2
15936.0,"222",2,2,2
12961.0,"231",2,3,1
18031.0,"232",2,3,2
17283.0,"211",2,1,1
13202.0,"234",2,3,4
16254.0,"233",2,3,3
17952.0,"243",2,4,3
13891.0,"243",2,4,3
15914.0,"211",2,1,1
15580.0,"254",2,5,4
13542.0,"255",2,5,5
17150.0,"244",2,4,4
15446.0,"242",2,4,2
15037.0,"232",2,3,2
17607.0,"222",2,2,2
14454.0,"243",2,4,3
16421.0,"232",2,3,2
17804.0,"242",2,4,2
17322.0,"243",2,4,3
15583.0,"231",2,3,1
18003.0,"222",2,2,2
14986.0,"242",2,4,2
13254.0,"211",2,1,1
12996.0,"222",2,2,2
12767.0,"233",2,3,3
18002.0,"231",2,3,1
15404.0,"221",2,2,1
15989.0,"242",2,4,2
17756.0,"243",2,4,3
14510.0,"243",2,4,3
14170.0,"243",2,4,3
14008.0,"222",2,2,2
16194.0,"212",2,1,2
17814.0,"244",2,4,4
12351.0,"222",2,2,2
15828.0,"233",2,3,3
17688.0,"222",2,2,2
16223.0,"243",2,4,3
13444.0,"233",2,3,3
18039.0,"242",2,4,2
17826.0,"221",2,2,1
16228.0,"233",2,3,3
14605.0,"243",2,4,3
17342.0,"233",2,3,3
16355.0,"232",2,3,2
13010.0,"212",2,1,2
17170.0,"211",2,1,1
15960.0,"222",2,2,2
17281.0,"213",2,1,3
17378.0,"211",2,1,1
18074.0,"234",2,3,4
13747.0,"211",2,1,1
12791.0,"223",2,2,3
17908.0,"254",2,5,4
16583.0,"222",2,2,2
17968.0,"253",2,5,3
14729.0,"253",2,5,3
14237.0,"223",2,2,3
15350.0,"223",2,2,3
15165.0,"233",2,3,3
17643.0,"232",2,3,2
16274.0,"243",2,4,3
14142.0,"233",2,3,3
13065.0,"234",2,3,4
18011.0,"242",2,4,2
17732.0,"244",2,4,4
12855.0,"233",2,3,3
17855.0,"222",2,2,2
17925.0,"212",2,1,2
13108.0,"233",2,3,3
15070.0,"223",2,2,3
15923.0,"231",2,3,1
16752.0,"222",2,2,2
15922.0,"223",2,2,3
16510.0,"244",2,4,4
17976.0,"243",2,4,3
17547.0,"233",2,3,3
13958.0,"255",2,5,5
16995.0,"211",2,1,1
13011.0,"211",2,1,1
16754.0,"245",2,4,5
14576.0,"211",2,1,1
12738.0,"222",2,2,2
14213.0,"211",2,1,1
12686.0,"211",2,1,1
14679.0,"234",2,3,4
17967.0,"242",2,4,2
14589.0,"211",2,1,1
16926.0,"244",2,4,4
12725.0,"244",2,4,4
14813.0,"243",2,4,3
16718.0,"255",2,5,5
15880.0,"253",2,5,3
15899.0,"211",2,1,1
18113.0,"211",2,1,1
17860.0,"253",2,5,3
16658.0,"243",2,4,3
16138.0,"233",2,3,3
18119.0,"232",2,3,2
13786.0,"244",2,4,4
15180.0,"233",2,3,3
16125.0,"255",2,5,5
13807.0,"222",2,2,2
14821.0,"234",2,3,4
12441.0,"222",2,2,2
16893.0,"242",2,4,2
15221.0,"234",2,3,4
16679.0,"223",2,2,3
12870.0,"244",2,4,4
15332.0,"255",2,5,5
16858.0,"245",2,4,5
13270.0,"213",2,1,3
15347.0,"234",2,3,4
13370.0,"244",2,4,4
16252.0,"231",2,3,1
14932.0,"233",2,3,3
14355.0,"233",2,3,3
16065.0,"254",2,5,4
15945.0,"223",2,2,3
17978.0,"244",2,4,4
16795.0,"254",2,5,4
16579.0,"211",2,1,1
16781.0,"233",2,3,3
17456.0,"234",2,3,4
17307.0,"235",2,3,5
12605.0,"244",2,4,4
17880.0,"233",2,3,3
14082.0,"232",2,3,2
15723.0,"243",2,4,3
16727.0,"254",2,5,4
16565.0,"213",2,1,3
15503.0,"242",2,4,2
17251.0,"243",2,4,3
14413.0,"243",2,4,3
18004.0,"231",2,3,1
16665.0,"211",2,1,1
15454.0,"232",2,3,2
15361.0,"213",2,1,3
17303.0,"231",2,3,1
17524.0,"232",2,3,2
13948.0,"222",2,2,2
16202.0,"244",2,4,4
18141.0,"233",2,3,3
16262.0,"233",2,3,3
16812.0,"244",2,4,4
16499.0,"244",2,4,4
12797.0,"233",2,3,3
13295.0,"233",2,3,3
17525.0,"223",2,2,3
17551.0,"232",2,3,2
18050.0,"222",2,2,2
12666.0,"223",2,2,3
17752.0,"211",2,1,1
13829.0,"211",2,1,1
17496.0,"234",2,3,4
15789.0,"244",2,4,4
15224.0,"233",2,3,3
18269.0,"212",2,1,2
14373.0,"211",2,1,1
17691.0,"233",2,3,3
13874.0,"234",2,3,4
12551.0,"211",2,1,1
15204.0,"212",2,1,2
15160.0,"223",2,2,3
13033.0,"211",2,1,1
17343.0,"244",2,4,4
18256.0,"211",2,1,1
15279.0,"244",2,4,4
14119.0,"211",2,1,1
13369.0,"222",2,2,2
15460.0,"231",2,3,1
18176.0,"222",2,2,2
16270.0,"233",2,3,3
12515.0,"212",2,1,2
12734.0,"223",2,2,3
15562.0,"223",2,2,3
13922.0,"223",2,2,3
13304.0,"243",2,4,3
16282.0,"224",2,2,4
15266.0,"233",2,3,3
15464.0,"243",2,4,3
12503.0,"211",2,1,1
12386.0,"223",2,2,3
15823.0,"245",2,4,5
13187.0,"232",2,3,2
15607.0,"244",2,4,4
12489.0,"212",2,1,2
15649.0,"214",2,1,4
14889.0,"211",2,1,1
17128.0,"211",2,1,1
12793.0,"233",2,3,3
12651.0,"222",2,2,2
18032.0,"211",2,1,1
16850.0,"222",2,2,2
15326.0,"244",2,4,4
12736.0,"211",2,1,1
16351.0,"255",2,5,5
13144.0,"211",2,1,1
15346.0,"233",2,3,3
17569.0,"222",2,2,2
14270.0,"222",2,2,2
14185.0,"211",2,1,1
15447.0,"222",2,2,2
16315.0,"222",2,2,2
15510.0,"211",2,1,1
17406.0,"255",2,5,5
18085.0,"234",2,3,4
15100.0,"224",2,2,4
12672.0,"222",2,2,2
13385.0,"222",2,2,2
18106.0,"254",2,5,4
12872.0,"255",2,5,5
15316.0,"211",2,1,1
14238.0,"212",2,1,2
18212.0,"232",2,3,2
13859.0,"222",2,2,2
18233.0,"212",2,1,2
12346.0,"231",2,3,1
13898.0,"233",2,3,3
15395.0,"211",2,1,1
13693.0,"244",2,4,4
12665.0,"222",2,2,2
14090.0,"211",2,1,1
15171.0,"213",2,1,3
15262.0,"222",2,2,2
17862.0,"244",2,4,4
12402.0,"234",2,3,4
13008.0,"232",2,3,2
15422.0,"244",2,4,4
15174.0,"222",2,2,2
13284.0,"211",2,1,1
17890.0,"243",2,4,3
16387.0,"243",2,4,3
12829.0,"222",2,2,2
12652.0,"233",2,3,3
17714.0,"244",2,4,4
15167.0,"254",2,5,4
14068.0,"244",2,4,4
14368.0,"211",2,1,1
14782.0,"211",2,1,1
14439.0,"245",2,4,5
15820.0,"221",2,2,1
13551.0,"211",2,1,1
15052.0,"221",2,2,1
14130.0,"254",2,5,4
15222.0,"245",2,4,5
16757.0,"212",2,1,2
15213.0,"222",2,2,2
13703.0,"231",2,3,1
16222.0,"244",2,4,4
14248.0,"233",2,3,3
13002.0,"222",2,2,2
17094.0,"222",2,2,2
17118.0,"211",2,1,1
15661.0,"234",2,3,4
12591.0,"234",2,3,4
12764.0,"234",2,3,4
13328.0,"224",2,2,4
16124.0,"244",2,4,4
12574.0,"211",2,1,1
12735.0,"233",2,3,3
12501.0,"244",2,4,4
12377.0,"245",2,4,5
17062.0,"244",2,4,4
13161.0,"222",2,2,2
15415.0,"232",2,3,2
17431.0,"232",2,3,2
17239.0,"223",2,2,3
15448.0,"233",2,3,3
13615.0,"255",2,5,5
18095.0,"234",2,3,4
17619.0,"241",2,4,1
13600.0,"232",2,3,2
13506.0,"244",2,4,4
15881.0,"222",2,2,2
14496.0,"244",2,4,4
14627.0,"232",2,3,2
17356.0,"243",2,4,3
14850.0,"254",2,5,4
13494.0,"222",2,2,2
12373.0,"233",2,3,3
14549.0,"243",2,4,3
15107.0,"233",2,3,3
15940.0,"211",2,1,1
14457.0,"211",2,1,1
12559.0,"222",2,2,2
14411.0,"213",2,1,3
15226.0,"211",2,1,1
17912.0,"232",2,3,2
17223.0,"243",2,4,3
12350.0,"222",2,2,2
16030.0,"222",2,2,2
13800.0,"234",2,3,4
13581.0,"222",2,2,2
17517.0,"211",2,1,1
17226.0,"233",2,3,3
17291.0,"212",2,1,2
15090.0,"222",2,2,2
13963.0,"245",2,4,5
17392.0,"233",2,3,3
13584.0,"242",2,4,2
15808.0,"255",2,5,5
14438.0,"211",2,1,1
12956.0,"232",2,3,2
14600.0,"233",2,3,3
13809.0,"223",2,2,3
17859.0,"221",2,2,1
15753.0,"211",2,1,1
17881.0,"211",2,1,1
15843.0,"211",2,1,1
15970.0,"223",2,2,3
12401.0,"211",2,1,1
17843.0,"232",2,3,2
17358.0,"243",2,4,3
13706.0,"233",2,3,3
12561.0,"211",2,1,1
16425.0,"222",2,2,2
17850.0,"255",2,5,5
16405.0,"211",2,1,1
16403.0,"211",2,1,1
16725.0,"254",2,5,4
13819.0,"244",2,4,4
12505.0,"233",2,3,3
13672.0,"221",2,2,1
18250.0,"222",2,2,2
18159.0,"222",2,2,2
15638.0,"224",2,2,4
12943.0,"222",2,2,2
14497.0,"233",2,3,3
12410.0,"233",2,3,3
17334.0,"223",2,2,3
16897.0,"231",2,3,1
16084.0,"232",2,3,2
15236.0,"212",2,1,2
14431.0,"244",2,4,4
17829.0,"245",2,4,5
16738.0,"211",2,1,1
13893.0,"223",2,2,3
14176.0,"233",2,3,3
14935.0,"224",2,2,4
16509.0,"212",2,1,2
14386.0,"211",2,1,1
15670.0,"222",2,2,2
16494.0,"233",2,3,3
16148.0,"212",2,1,2
18138.0,"211",2,1,1
14371.0,"211",2,1,1
13932.0,"212",2,1,2
14760.0,"211",2,1,1
16765.0,"232",2,3,2
12988.0,"242",2,4,2
12707.0,"223",2,2,3
16073.0,"211",2,1,1
12365.0,"222",2,2,2
13044.0,"255",2,5,5
16546.0,"245",2,4,5
16349.0,"211",2,1,1
16913.0,"222",2,2,2
18114.0,"221",2,2,1
15303.0,"233",2,3,3
12852.0,"222",2,2,2
17499.0,"234",2,3,4
15397.0,"211",2,1,1
18068.0,"211",2,1,1
15590.0,"244",2,4,4
17171.0,"222",2,2,2
17117.0,"211",2,1,1
12945.0,"233",2,3,3
18056.0,"222",2,2,2
16072.0,"255",2,5,5
15543.0,"231",2,3,1
13751.0,"212",2,1,2
16997.0,"213",2,1,3
13753.0,"244",2,4,4
12361.0,"222",2,2,2
13973.0,"212",2,1,2
13684.0,"242",2,4,2
14036.0,"233",2,3,3
16339.0,"221",2,2,1
12509.0,"211",2,1,1
14046.0,"211",2,1,1
17165.0,"244",2,4,4
16078.0,"232",2,3,2
15709.0,"222",2,2,2
15319.0,"221",2,2,1
15456.0,"254",2,5,4
12866.0,"234",2,3,4
13497.0,"234",2,3,4
15733.0,"211",2,1,1
12834.0,"222",2,2,2
13166.0,"233",2,3,3
16792.0,"243",2,4,3
12873.0,"224",2,2,4
17923.0,"212",2,1,2
15087.0,"212",2,1,2
12565.0,"211",2,1,1
16159.0,"234",2,3,4
17995.0,"222",2,2,2
17789.0,"222",2,2,2
15257.0,"213",2,1,3
12817.0,"223",2,2,3
13715.0,"255",2,5,5
17508.0,"255",2,5,5
13382.0,"244",2,4,4
14570.0,"233",2,3,3
14779.0,"232",2,3,2
17325.0,"233",2,3,3
14670.0,"253",2,5,3
17535.0,"211",2,1,1
14247.0,"243",2,4,3
15554.0,"211",2,1,1
18280.0,"222",2,2,2
12614.0,"222",2,2,2
14012.0,"212",2,1,2
17654.0,"221",2,2,1
16598.0,"211",2,1,1
14048.0,"243",2,4,3
16517.0,"221",2,2,1
15869.0,"222",2,2,2
13345.0,"222",2,2,2
15234.0,"211",2,1,1
15944.0,"234",2,3,4
16917.0,"234",2,3,4
12623.0,"245",2,4,5
17639.0,"243",2,4,3
12881.0,"212",2,1,2
17138.0,"255",2,5,5
14165.0,"221",2,2,1
15057.0,"235",2,3,5
13493.0,"213",2,1,3
16471.0,"234",2,3,4
14603.0,"213",2,1,3
16625.0,"244",2,4,4
18086.0,"211",2,1,1
14727.0,"232",2,3,2
14114.0,"234",2,3,4
13133.0,"211",2,1,1
17194.0,"233",2,3,3
15049.0,"211",2,1,1
13226.0,"222",2,2,2
16766.0,"223",2,2,3
13708.0,"232",2,3,2
14962.0,"212",2,1,2
15308.0,"222",2,2,2
14350.0,"233",2,3,3
15388.0,"211",2,1,1
16037.0,"234",2,3,4
15047.0,"222",2,2,2
17542.0,"232",2,3,2
16392.0,"243",2,4,3
13716.0,"221",2,2,1
16061.0,"211",2,1,1
13121.0,"231",2,3,1
16152.0,"224",2,2,4
13358.0,"222",2,2,2
13261.0,"213",2,1,3
13299.0,"233",2,3,3
13185.0,"211",2,1,1
14840.0,"222",2,2,2
13216.0,"212",2,1,2
12845.0,"222",2,2,2
14081.0,"255",2,5,5
16216.0,"223",2,2,3
16377.0,"214",2,1,4
16976.0,"211",2,1,1
12514.0,"244",2,4,4
13093.0,"255",2,5,5
13707.0,"245",2,4,5
13072.0,"211",2,1,1
15695.0,"233",2,3,3
16716.0,"214",2,1,4
14059.0,"211",2,1,1
14066.0,"211",2,1,1
15019.0,"232",2,3,2
