"Customer ID","cohort_month","Country","Number of unique Invoice","recency","frequency","monetary","r_score","f_score","m_score"
17691.0,2010-06-01 00:00:00.000,United Kingdom,5,"357 days 19:30:00",53,769.85,2,3,3
13874.0,2009-12-01 00:00:00.000,United Kingdom,10,"357 days 18:30:00",73,1989.20,2,3,4
12551.0,2010-12-01 00:00:00.000,Spain,1,"357 days 01:27:00",10,168.00,2,1,1
15204.0,2010-12-01 00:00:00.000,United Kingdom,1,"356 days 23:01:00",9,316.58,2,1,2
15160.0,2010-10-01 00:00:00.000,United Kingdom,4,"356 days 22:35:00",23,589.27,2,2,3
13033.0,2010-10-01 00:00:00.000,United Kingdom,2,"356 days 22:27:00",13,220.55,2,1,1
17343.0,2009-12-01 00:00:00.000,United Kingdom,6,"354 days 21:43:00",80,1259.94,2,4,4
18256.0,2010-11-01 00:00:00.000,United Kingdom,2,"354 days 04:23:00",14,60.60,2,1,1
15279.0,2010-02-01 00:00:00.000,United Kingdom,7,"354 days 02:02:00",99,1541.74,2,4,4
14119.0,2009-12-01 00:00:00.000,United Kingdom,3,"353 days 22:52:00",12,163.47,2,1,1
13369.0,2010-12-01 00:00:00.000,United Kingdom,2,"353 days 22:48:00",33,572.03,2,2,2
15460.0,2010-12-01 00:00:00.000,United Kingdom,1,"353 days 20:42:00",58,216.76,2,3,1
18176.0,2010-12-01 00:00:00.000,United Kingdom,2,"353 days 00:17:00",33,448.65,2,2,2
16270.0,2010-12-01 00:00:00.000,United Kingdom,1,"352 days 22:24:00",54,1141.24,2,3,3
12515.0,2010-12-01 00:00:00.000,Italy,1,"352 days 21:07:00",16,383.70,2,1,2
12734.0,2010-11-01 00:00:00.000,France,3,"352 days 00:03:00",19,639.65,2,2,3
15562.0,2009-12-01 00:00:00.000,United Kingdom,3,"351 days 02:55:00",34,673.38,2,2,3
13922.0,2010-08-01 00:00:00.000,United Kingdom,5,"351 days 02:12:00",33,824.70,2,2,3
13304.0,2010-02-01 00:00:00.000,United Kingdom,7,"350 days 22:15:00",87,1120.79,2,4,3
16282.0,2009-12-01 00:00:00.000,United Kingdom,3,"339 days 01:08:00",33,1307.58,2,2,4
15266.0,2010-01-01 00:00:00.000,United Kingdom,6,"337 days 23:10:00",46,841.70,2,3,3
15464.0,2011-01-01 00:00:00.000,United Kingdom,1,"337 days 20:54:00",157,1048.85,2,4,3
12503.0,2010-05-01 00:00:00.000,Spain,2,"337 days 00:59:00",3,0.00,2,1,1
12386.0,2010-12-01 00:00:00.000,Australia,2,"337 days 00:13:00",18,660.80,2,2,3
15823.0,2009-12-01 00:00:00.000,United Kingdom,6,"336 days 23:52:00",175,3033.86,2,4,5
13187.0,2010-03-01 00:00:00.000,United Kingdom,5,"336 days 17:53:00",65,348.31,2,3,2
15607.0,2010-01-01 00:00:00.000,United Kingdom,13,"336 days 00:06:00",115,1578.57,2,4,4
12489.0,2011-01-01 00:00:00.000,France,1,"335 days 23:37:00",15,334.93,2,1,2
15649.0,2010-11-01 00:00:00.000,United Kingdom,4,"335 days 23:16:00",12,2170.35,2,1,4
14889.0,2011-01-01 00:00:00.000,United Kingdom,1,"335 days 21:31:00",10,135.90,2,1,1
17128.0,2011-01-01 00:00:00.000,United Kingdom,1,"334 days 00:48:00",14,157.09,2,1,1
12793.0,2010-11-01 00:00:00.000,Portugal,3,"334 days 00:38:00",51,1017.33,2,3,3
12651.0,2010-08-01 00:00:00.000,France,5,"334 days 00:04:00",32,365.30,2,2,2
18032.0,2011-01-01 00:00:00.000,United Kingdom,1,"333 days 21:18:00",5,73.50,2,1,1
16850.0,2011-01-01 00:00:00.000,United Kingdom,1,"333 days 01:41:00",19,332.41,2,2,2
15326.0,2009-12-01 00:00:00.000,United Kingdom,10,"333 days 01:12:00",146,1529.82,2,4,4
12736.0,2011-01-01 00:00:00.000,France,1,"332 days 04:53:00",4,234.00,2,1,1
16351.0,2009-12-01 00:00:00.000,United Kingdom,18,"332 days 02:24:00",198,3279.13,2,5,5
13144.0,2010-10-01 00:00:00.000,United Kingdom,2,"332 days 01:35:00",6,135.35,2,1,1
15346.0,2010-10-01 00:00:00.000,United Kingdom,4,"332 days 01:32:00",38,591.65,2,3,3
17569.0,2011-01-01 00:00:00.000,United Kingdom,1,"331 days 22:35:00",29,344.14,2,2,2
14270.0,2011-01-01 00:00:00.000,United Kingdom,1,"331 days 03:17:00",29,492.65,2,2,2
14185.0,2011-01-01 00:00:00.000,United Kingdom,1,"330 days 22:58:00",3,197.65,2,1,1
15447.0,2010-03-01 00:00:00.000,United Kingdom,6,"330 days 01:24:00",30,484.93,2,2,2
16315.0,2010-06-01 00:00:00.000,United Kingdom,2,"330 days 00:53:00",23,402.71,2,2,2
15510.0,2011-01-01 00:00:00.000,United Kingdom,1,"330 days 00:40:00",1,250.00,2,1,1
17406.0,2009-12-01 00:00:00.000,United Kingdom,18,"329 days 23:58:00",269,4592.10,2,5,5
18085.0,2010-03-01 00:00:00.000,United Kingdom,4,"329 days 21:33:00",71,1645.75,2,3,4
15100.0,2010-01-01 00:00:00.000,United Kingdom,14,"329 days 19:41:00",26,2319.50,2,2,4
12672.0,2010-04-01 00:00:00.000,France,3,"329 days 03:30:00",25,410.50,2,2,2
13385.0,2011-01-01 00:00:00.000,United Kingdom,1,"329 days 02:58:00",35,534.57,2,2,2
18106.0,2010-01-01 00:00:00.000,United Kingdom,6,"329 days 00:27:00",196,1461.46,2,5,4
12872.0,2009-12-01 00:00:00.000,United Kingdom,13,"326 days 01:58:00",438,3678.34,2,5,5
15316.0,2011-01-01 00:00:00.000,United Kingdom,1,"326 days 01:16:00",1,165.00,2,1,1
14238.0,2009-12-01 00:00:00.000,United Kingdom,3,"325 days 22:10:00",13,434.23,2,1,2
13859.0,2010-06-01 00:00:00.000,United Kingdom,2,"325 days 20:36:00",36,515.86,2,2,2
18212.0,2010-01-01 00:00:00.000,United Kingdom,2,"325 days 20:36:00",55,546.72,2,3,2
18233.0,2011-01-01 00:00:00.000,United Kingdom,1,"325 days 04:06:00",1,440.00,2,1,2
12346.0,2009-12-01 00:00:00.000,United Kingdom,17,"325 days 02:33:00",48,-64.68,2,3,1
13898.0,2010-10-01 00:00:00.000,United Kingdom,2,"325 days 02:22:00",46,686.40,2,3,3
15395.0,2011-01-01 00:00:00.000,United Kingdom,1,"325 days 00:10:00",7,107.45,2,1,1
13693.0,2009-12-01 00:00:00.000,United Kingdom,13,"324 days 21:27:00",112,1948.32,2,4,4
12665.0,2010-02-01 00:00:00.000,Germany,5,"324 days 04:16:00",21,301.45,2,2,2
14090.0,2011-01-01 00:00:00.000,United Kingdom,1,"324 days 01:59:00",1,76.32,2,1,1
15171.0,2011-01-01 00:00:00.000,United Kingdom,2,"324 days 00:11:00",7,1034.50,2,1,3
15262.0,2010-08-01 00:00:00.000,United Kingdom,3,"323 days 00:34:00",26,418.82,2,2,2
17862.0,2010-05-01 00:00:00.000,United Kingdom,4,"323 days 00:27:00",102,1279.09,2,4,4
12402.0,2010-02-01 00:00:00.000,Belgium,7,"322 days 23:01:00",71,1244.15,2,3,4
13008.0,2009-12-01 00:00:00.000,United Kingdom,7,"322 days 22:26:00",39,543.28,2,3,2
15422.0,2010-02-01 00:00:00.000,United Kingdom,8,"322 days 20:33:00",121,1615.02,2,4,4
15174.0,2010-10-01 00:00:00.000,United Kingdom,2,"322 days 03:44:00",34,481.46,2,2,2
13284.0,2011-01-01 00:00:00.000,United Kingdom,2,"322 days 02:25:00",14,196.15,2,1,1
17890.0,2010-12-01 00:00:00.000,United Kingdom,2,"322 days 01:31:00",94,602.09,2,4,3
16387.0,2010-03-01 00:00:00.000,United Kingdom,5,"322 days 01:16:00",96,918.55,2,4,3
12829.0,2010-06-01 00:00:00.000,United Kingdom,4,"321 days 23:54:00",20,345.35,2,2,2
12652.0,2010-10-01 00:00:00.000,Germany,3,"321 days 19:49:00",54,1011.58,2,3,3
17714.0,2010-07-01 00:00:00.000,United Kingdom,9,"320 days 02:18:00",85,1376.58,2,4,4
15167.0,2010-02-01 00:00:00.000,United Kingdom,5,"320 days 00:09:00",313,1659.67,2,5,4
14068.0,2010-01-01 00:00:00.000,United Kingdom,5,"319 days 20:48:00",112,1504.97,2,4,4
14368.0,2011-01-01 00:00:00.000,United Kingdom,1,"319 days 02:58:00",8,155.00,2,1,1
14782.0,2011-01-01 00:00:00.000,United Kingdom,1,"319 days 01:38:00",6,200.10,2,1,1
14439.0,2010-01-01 00:00:00.000,Greece,5,"319 days 01:11:00",129,9443.04,2,4,5
15820.0,2011-01-01 00:00:00.000,United Kingdom,1,"319 days 00:50:00",17,206.98,2,2,1
13551.0,2010-02-01 00:00:00.000,United Kingdom,2,"318 days 22:04:00",5,244.20,2,1,1
15052.0,2011-01-01 00:00:00.000,United Kingdom,1,"318 days 20:58:00",30,215.78,2,2,1
14130.0,2009-12-01 00:00:00.000,United Kingdom,4,"318 days 20:45:00",224,1882.67,2,5,4
15222.0,2009-12-01 00:00:00.000,United Kingdom,17,"318 days 04:47:00",157,3415.66,2,4,5
16757.0,2010-10-01 00:00:00.000,United Kingdom,2,"318 days 00:51:00",15,270.48,2,1,2
15213.0,2011-01-01 00:00:00.000,United Kingdom,3,"318 days 00:25:00",25,325.05,2,2,2
13703.0,2010-10-01 00:00:00.000,United Kingdom,3,"317 days 23:40:00",73,99.50,2,3,1
16222.0,2009-12-01 00:00:00.000,United Kingdom,2,"317 days 23:12:00",160,1345.22,2,4,4
14248.0,2010-07-01 00:00:00.000,United Kingdom,3,"317 days 22:05:00",47,1032.95,2,3,3
13002.0,2010-10-01 00:00:00.000,United Kingdom,3,"317 days 21:32:00",23,414.13,2,2,2
17094.0,2010-10-01 00:00:00.000,United Kingdom,3,"317 days 19:26:00",19,370.40,2,2,2
17118.0,2011-01-01 00:00:00.000,United Kingdom,1,"317 days 00:31:00",10,157.02,2,1,1
15661.0,2010-05-01 00:00:00.000,United Kingdom,8,"316 days 22:54:00",44,1215.95,2,3,4
12591.0,2010-10-01 00:00:00.000,Italy,3,"316 days 22:15:00",69,1352.15,2,3,4
12764.0,2011-01-01 00:00:00.000,Lebanon,1,"316 days 02:31:00",45,1693.88,2,3,4
13328.0,2011-01-01 00:00:00.000,United Kingdom,1,"315 days 21:28:00",17,1308.48,2,2,4
16124.0,2009-12-01 00:00:00.000,United Kingdom,6,"315 days 20:45:00",88,1709.39,2,4,4
12574.0,2011-01-01 00:00:00.000,France,1,"315 days 03:30:00",11,218.45,2,1,1
12735.0,2011-01-01 00:00:00.000,France,2,"314 days 23:13:00",43,779.57,2,3,3
12501.0,2011-01-01 00:00:00.000,Germany,2,"314 days 22:56:00",160,2089.68,2,4,4
12377.0,2010-04-01 00:00:00.000,Switzerland,4,"314 days 21:05:00",152,3426.32,2,4,5
17062.0,2010-09-01 00:00:00.000,United Kingdom,7,"313 days 01:49:00",165,1204.32,2,4,4
13161.0,2010-07-01 00:00:00.000,United Kingdom,2,"312 days 22:47:00",34,478.88,2,2,2
15415.0,2011-01-01 00:00:00.000,United Kingdom,1,"312 days 22:37:00",48,572.81,2,3,2
17431.0,2011-01-01 00:00:00.000,United Kingdom,1,"312 days 22:14:00",43,403.30,2,3,2
17239.0,2009-12-01 00:00:00.000,United Kingdom,6,"312 days 03:09:00",34,1174.15,2,2,3
15448.0,2010-02-01 00:00:00.000,United Kingdom,2,"312 days 02:08:00",49,788.81,2,3,3
13615.0,2010-01-01 00:00:00.000,United Kingdom,12,"312 days 01:21:00",376,6212.23,2,5,5
18095.0,2010-04-01 00:00:00.000,United Kingdom,5,"312 days",48,2303.09,2,3,4
17619.0,2011-01-01 00:00:00.000,United Kingdom,1,"311 days 22:32:00",77,218.52,2,3,1
13506.0,2010-09-01 00:00:00.000,United Kingdom,8,"311 days 21:23:00",103,1609.65,2,4,4
13600.0,2010-03-01 00:00:00.000,United Kingdom,2,"311 days 21:23:00",41,518.42,2,3,2
15881.0,2010-12-01 00:00:00.000,United Kingdom,8,"311 days 19:51:00",32,438.24,2,2,2
14496.0,2010-03-01 00:00:00.000,United Kingdom,10,"311 days 03:49:00",114,2645.88,2,4,4
14627.0,2009-12-01 00:00:00.000,United Kingdom,3,"311 days 02:01:00",39,406.40,2,3,2
17356.0,2010-01-01 00:00:00.000,United Kingdom,5,"311 days 01:43:00",86,946.47,2,4,3
14850.0,2010-05-01 00:00:00.000,United Kingdom,9,"311 days 01:29:00",205,1575.21,2,5,4
13494.0,2011-02-01 00:00:00.000,United Kingdom,1,"311 days 00:52:00",18,316.26,2,2,2
12373.0,2010-02-01 00:00:00.000,Austria,3,"310 days 23:40:00",51,1127.65,2,3,3
14549.0,2009-12-01 00:00:00.000,United Kingdom,4,"310 days 23:03:00",144,916.55,2,4,3
15107.0,2010-09-01 00:00:00.000,United Kingdom,12,"310 days 22:04:00",53,856.26,2,3,3
15940.0,2010-10-01 00:00:00.000,United Kingdom,3,"310 days 20:29:00",3,0.00,2,1,1
14457.0,2011-02-01 00:00:00.000,United Kingdom,1,"310 days 03:11:00",4,113.64,2,1,1
12559.0,2011-01-01 00:00:00.000,Germany,3,"310 days 03:01:00",22,536.21,2,2,2
14411.0,2011-02-01 00:00:00.000,United Kingdom,1,"310 days 01:54:00",14,1063.00,2,1,3
15226.0,2011-02-01 00:00:00.000,United Kingdom,1,"310 days 01:09:00",8,154.41,2,1,1
17912.0,2010-11-01 00:00:00.000,United Kingdom,7,"309 days 22:25:00",54,360.10,2,3,2
17223.0,2010-11-01 00:00:00.000,United Kingdom,3,"309 days 20:53:00",101,873.53,2,4,3
12350.0,2011-02-01 00:00:00.000,Norway,1,"309 days 20:49:00",17,334.40,2,2,2
16030.0,2011-02-01 00:00:00.000,United Kingdom,1,"309 days 01:22:00",29,331.24,2,2,2
13800.0,2009-12-01 00:00:00.000,United Kingdom,3,"309 days 00:23:00",73,1679.56,2,3,4
13581.0,2010-10-01 00:00:00.000,United Kingdom,2,"308 days 22:09:00",33,280.53,2,2,2
17517.0,2011-02-01 00:00:00.000,United Kingdom,1,"308 days 01:02:00",11,153.94,2,1,1
17226.0,2010-02-01 00:00:00.000,United Kingdom,3,"308 days 00:58:00",61,900.12,2,3,3
17291.0,2011-02-01 00:00:00.000,United Kingdom,1,"307 days 23:46:00",1,550.80,2,1,2
15090.0,2011-02-01 00:00:00.000,United Kingdom,1,"307 days 22:47:00",23,381.32,2,2,2
13963.0,2010-04-01 00:00:00.000,United Kingdom,18,"307 days 22:07:00",176,2899.62,2,4,5
17392.0,2010-09-01 00:00:00.000,United Kingdom,3,"306 days 00:02:00",76,626.56,2,3,3
13584.0,2010-02-01 00:00:00.000,United Kingdom,5,"306 days 00:01:00",88,347.15,2,4,2
15808.0,2009-12-01 00:00:00.000,United Kingdom,24,"305 days 22:17:00",874,18248.83,2,5,5
14438.0,2011-02-01 00:00:00.000,United Kingdom,1,"305 days 21:54:00",9,131.90,2,1,1
12956.0,2009-12-01 00:00:00.000,United Kingdom,4,"305 days 20:42:00",42,521.89,2,3,2
14600.0,2010-11-01 00:00:00.000,United Kingdom,2,"305 days 03:02:00",54,865.17,2,3,3
13809.0,2010-09-01 00:00:00.000,Cyprus,3,"304 days 23:35:00",25,679.70,2,2,3
17859.0,2011-02-01 00:00:00.000,United Kingdom,1,"304 days 02:18:00",25,148.21,2,2,1
15753.0,2011-02-01 00:00:00.000,United Kingdom,1,"304 days 00:09:00",1,79.20,2,1,1
17881.0,2011-02-01 00:00:00.000,United Kingdom,1,"303 days 19:34:00",8,133.35,2,1,1
15843.0,2011-02-01 00:00:00.000,United Kingdom,1,"303 days 02:31:00",8,118.95,2,1,1
15970.0,2010-04-01 00:00:00.000,United Kingdom,2,"303 days 00:42:00",24,1017.32,2,2,3
12401.0,2011-02-01 00:00:00.000,Belgium,1,"302 days 23:00:00",5,84.30,2,1,1
17843.0,2010-10-01 00:00:00.000,United Kingdom,2,"302 days 21:17:00",64,326.23,2,3,2
17358.0,2010-02-01 00:00:00.000,United Kingdom,5,"302 days 19:53:00",147,866.05,2,4,3
13706.0,2010-03-01 00:00:00.000,United Kingdom,2,"302 days 03:29:00",38,631.17,2,3,3
12561.0,2011-02-01 00:00:00.000,Germany,1,"302 days 01:11:00",16,238.85,2,1,1
16425.0,2011-02-01 00:00:00.000,United Kingdom,1,"301 days 22:20:00",21,302.70,2,2,2
17850.0,2009-12-01 00:00:00.000,United Kingdom,159,"301 days 22:12:00",2827,55703.13,2,5,5
16405.0,2011-02-01 00:00:00.000,United Kingdom,2,"301 days 21:26:00",5,167.25,2,1,1
16403.0,2011-01-01 00:00:00.000,United Kingdom,2,"301 days 20:10:00",15,161.05,2,1,1
16725.0,2009-12-01 00:00:00.000,United Kingdom,16,"301 days 19:58:00",394,1870.71,2,5,4
13819.0,2009-12-01 00:00:00.000,United Kingdom,7,"301 days 02:12:00",104,2631.10,2,4,4
12505.0,2010-10-01 00:00:00.000,Italy,3,"300 days 23:11:00",47,908.00,2,3,3
13672.0,2009-12-01 00:00:00.000,United Kingdom,7,"300 days 22:55:00",28,162.07,2,2,1
18250.0,2011-02-01 00:00:00.000,United Kingdom,2,"300 days 22:51:00",22,342.92,2,2,2
18159.0,2011-02-01 00:00:00.000,United Kingdom,1,"300 days 22:24:00",23,530.15,2,2,2
15638.0,2010-01-01 00:00:00.000,United Kingdom,9,"300 days 21:38:00",29,2137.20,2,2,4
12943.0,2010-04-01 00:00:00.000,United Kingdom,4,"300 days 21:37:00",27,489.00,2,2,2
14497.0,2010-02-01 00:00:00.000,United Kingdom,3,"300 days 21:30:00",42,679.16,2,3,3
12410.0,2010-07-01 00:00:00.000,Switzerland,4,"300 days 21:03:00",42,1001.46,2,3,3
17334.0,2010-10-01 00:00:00.000,United Kingdom,4,"300 days 20:16:00",32,634.73,2,2,3
16897.0,2011-01-01 00:00:00.000,United Kingdom,3,"298 days 21:05:00",44,213.03,2,3,1
16084.0,2011-02-01 00:00:00.000,United Kingdom,1,"298 days 20:45:00",38,436.18,2,3,2
15236.0,2011-02-01 00:00:00.000,United Kingdom,1,"298 days 01:58:00",15,321.05,2,1,2
14431.0,2010-01-01 00:00:00.000,United Kingdom,5,"298 days 01:54:00",86,2541.60,2,4,4
17829.0,2010-02-01 00:00:00.000,United Arab Emirates,6,"298 days 00:04:00",172,4680.42,2,4,5
16738.0,2011-02-01 00:00:00.000,United Kingdom,1,"297 days 03:04:00",1,3.75,2,1,1
13893.0,2011-02-01 00:00:00.000,United Kingdom,1,"297 days 01:20:00",21,821.10,2,2,3
14176.0,2010-11-01 00:00:00.000,United Kingdom,6,"296 days 23:38:00",47,913.11,2,3,3
14935.0,2010-03-01 00:00:00.000,Channel Islands,2,"296 days 22:06:00",26,2849.83,2,2,4
16509.0,2011-02-01 00:00:00.000,United Kingdom,1,"296 days 03:25:00",13,363.70,2,1,2
14386.0,2011-02-01 00:00:00.000,United Kingdom,1,"296 days 03:05:00",7,142.40,2,1,1
15670.0,2010-06-01 00:00:00.000,United Kingdom,3,"296 days 02:00:00",20,315.20,2,2,2
16494.0,2011-02-01 00:00:00.000,United Kingdom,1,"296 days 00:01:00",50,826.53,2,3,3
16148.0,2009-12-01 00:00:00.000,United Kingdom,4,"295 days 22:49:00",12,370.37,2,1,2
18138.0,2011-02-01 00:00:00.000,United Kingdom,1,"294 days 21:59:00",8,152.65,2,1,1
14371.0,2011-02-01 00:00:00.000,United Kingdom,1,"294 days 20:15:00",4,100.50,2,1,1
13932.0,2011-02-01 00:00:00.000,United Kingdom,1,"294 days 00:48:00",16,307.40,2,1,2
14760.0,2011-02-01 00:00:00.000,United Kingdom,2,"293 days 22:14:00",7,53.80,2,1,1
16765.0,2010-11-01 00:00:00.000,United Kingdom,2,"293 days 21:09:00",52,454.75,2,3,2
12988.0,2011-02-01 00:00:00.000,United Kingdom,1,"291 days 22:19:00",92,535.32,2,4,2
12707.0,2011-02-01 00:00:00.000,France,1,"291 days 04:12:00",33,603.42,2,2,3
16073.0,2011-02-01 00:00:00.000,United Kingdom,2,"291 days 00:17:00",2,94.35,2,1,1
12365.0,2011-02-01 00:00:00.000,Cyprus,3,"290 days 22:46:00",23,320.69,2,2,2
13044.0,2010-01-01 00:00:00.000,United Kingdom,13,"290 days 21:30:00",421,4824.20,2,5,5
16546.0,2010-09-01 00:00:00.000,United Kingdom,7,"290 days 01:30:00",107,3837.36,2,4,5
16349.0,2011-02-01 00:00:00.000,United Kingdom,1,"290 days 00:10:00",9,53.50,2,1,1
16913.0,2010-02-01 00:00:00.000,United Kingdom,3,"289 days 23:54:00",18,423.91,2,2,2
18114.0,2011-02-01 00:00:00.000,United Kingdom,1,"289 days 23:30:00",28,220.10,2,2,1
15303.0,2010-01-01 00:00:00.000,United Kingdom,4,"289 days 22:51:00",71,1178.78,2,3,3
12852.0,2011-02-01 00:00:00.000,United Kingdom,2,"289 days 21:54:00",20,299.75,2,2,2
17499.0,2010-05-01 00:00:00.000,United Kingdom,3,"289 days 03:36:00",73,1296.84,2,3,4
15397.0,2011-02-01 00:00:00.000,United Kingdom,1,"289 days 03:25:00",6,94.00,2,1,1
18068.0,2011-02-01 00:00:00.000,United Kingdom,1,"288 days 22:00:00",1,101.70,2,1,1
15590.0,2010-04-01 00:00:00.000,United Kingdom,6,"288 days 20:14:00",88,1466.41,2,4,4
17171.0,2010-02-01 00:00:00.000,United Kingdom,2,"288 days 20:13:00",25,384.59,2,2,2
17117.0,2011-02-01 00:00:00.000,United Kingdom,1,"287 days 22:56:00",9,116.20,2,1,1
12945.0,2010-02-01 00:00:00.000,United Kingdom,2,"287 days 22:35:00",51,900.11,2,3,3
18056.0,2010-03-01 00:00:00.000,United Kingdom,3,"287 days 22:23:00",31,539.75,2,2,2
16072.0,2010-06-01 00:00:00.000,United Kingdom,4,"287 days 22:18:00",556,4328.89,2,5,5
15543.0,2010-09-01 00:00:00.000,United Kingdom,2,"287 days 21:24:00",58,242.84,2,3,1
13751.0,2011-02-01 00:00:00.000,United Kingdom,1,"287 days 20:54:00",9,296.25,2,1,2
16997.0,2011-01-01 00:00:00.000,United Kingdom,3,"287 days 19:22:00",12,702.00,2,1,3
13753.0,2009-12-01 00:00:00.000,United Kingdom,4,"287 days 00:02:00",80,2094.57,2,4,4
12361.0,2010-01-01 00:00:00.000,Belgium,4,"286 days 22:59:00",29,511.25,2,2,2
13973.0,2011-02-01 00:00:00.000,United Kingdom,1,"286 days 21:29:00",11,264.70,2,1,2
13684.0,2010-03-01 00:00:00.000,United Kingdom,6,"285 days 02:25:00",113,546.52,2,4,2
14036.0,2011-02-01 00:00:00.000,United Kingdom,1,"284 days 03:24:00",38,626.65,2,3,3
16339.0,2011-02-01 00:00:00.000,United Kingdom,1,"283 days 23:09:00",20,109.95,2,2,1
12509.0,2011-02-01 00:00:00.000,France,1,"283 days 22:05:00",7,176.50,2,1,1
14046.0,2011-02-01 00:00:00.000,United Kingdom,1,"283 days 22:02:00",14,154.99,2,1,1
17165.0,2009-12-01 00:00:00.000,United Kingdom,8,"283 days 20:11:00",103,1783.63,2,4,4
16078.0,2010-02-01 00:00:00.000,United Kingdom,2,"283 days 03:03:00",39,362.99,2,3,2
15709.0,2010-04-01 00:00:00.000,United Kingdom,2,"283 days 02:12:00",27,327.85,2,2,2
15319.0,2011-03-01 00:00:00.000,United Kingdom,1,"283 days 00:02:00",16,204.50,2,1,1
15456.0,2009-12-01 00:00:00.000,United Kingdom,10,"282 days 22:59:00",230,2119.27,2,5,4
12866.0,2010-07-01 00:00:00.000,Belgium,3,"282 days 22:39:00",63,1227.35,2,3,4
13497.0,2010-02-01 00:00:00.000,United Kingdom,7,"282 days 03:46:00",69,1266.33,2,3,4
15733.0,2011-03-01 00:00:00.000,United Kingdom,1,"282 days 03:45:00",10,162.30,2,1,1
12834.0,2011-03-01 00:00:00.000,United Kingdom,1,"282 days 03:01:00",18,312.38,2,2,2
13166.0,2010-10-01 00:00:00.000,United Kingdom,3,"281 days 22:22:00",70,881.68,2,3,3
16792.0,2010-01-01 00:00:00.000,United Kingdom,5,"281 days 22:09:00",102,623.46,2,4,3
12873.0,2010-01-01 00:00:00.000,United Kingdom,3,"281 days 21:52:00",35,2027.30,2,2,4
17923.0,2010-06-01 00:00:00.000,United Kingdom,3,"281 days 21:35:00",3,497.00,2,1,2
15087.0,2011-03-01 00:00:00.000,United Kingdom,1,"281 days 02:16:00",15,306.94,2,1,2
12565.0,2011-02-01 00:00:00.000,Saudi Arabia,2,"281 days 01:07:00",10,131.17,2,1,1
16159.0,2009-12-01 00:00:00.000,United Kingdom,5,"281 days 00:23:00",53,1230.29,2,3,4
17995.0,2010-11-01 00:00:00.000,United Kingdom,3,"281 days 00:20:00",29,495.48,2,2,2
17789.0,2010-02-01 00:00:00.000,United Kingdom,2,"280 days 23:36:00",29,397.15,2,2,2
15257.0,2010-10-01 00:00:00.000,United Kingdom,3,"280 days 22:53:00",13,600.90,2,1,3
12817.0,2010-10-01 00:00:00.000,Austria,3,"280 days 20:22:00",25,690.98,2,2,3
13715.0,2010-03-01 00:00:00.000,United Kingdom,21,"280 days 17:29:00",540,8438.34,2,5,5
17508.0,2009-12-01 00:00:00.000,Greece,9,"280 days 04:40:00",232,4546.78,2,5,5
13382.0,2009-12-01 00:00:00.000,United Kingdom,5,"280 days 02:47:00",86,1387.58,2,4,4
14570.0,2010-09-01 00:00:00.000,United Kingdom,3,"280 days 01:52:00",68,613.75,2,3,3
14779.0,2011-01-01 00:00:00.000,United Kingdom,3,"280 days 00:08:00",41,386.15,2,3,2
17325.0,2010-03-01 00:00:00.000,United Kingdom,3,"279 days 23:41:00",39,609.57,2,3,3
14670.0,2009-12-01 00:00:00.000,United Kingdom,3,"279 days 22:37:00",188,602.00,2,5,3
17535.0,2011-03-01 00:00:00.000,United Kingdom,1,"279 days 21:30:00",13,164.40,2,1,1
14247.0,2010-06-01 00:00:00.000,United Kingdom,6,"277 days 21:29:00",118,769.71,2,4,3
15554.0,2011-03-01 00:00:00.000,United Kingdom,1,"277 days 03:50:00",14,217.20,2,1,1
18280.0,2010-11-01 00:00:00.000,United Kingdom,3,"277 days 02:58:00",32,472.45,2,2,2
12614.0,2011-03-01 00:00:00.000,Germany,1,"277 days 02:28:00",20,315.60,2,2,2
14012.0,2011-03-01 00:00:00.000,United Kingdom,1,"277 days 00:24:00",11,328.80,2,1,2
17654.0,2011-03-01 00:00:00.000,United Kingdom,1,"276 days 23:33:00",22,117.55,2,2,1
16598.0,2011-02-01 00:00:00.000,United Kingdom,2,"276 days 23:08:00",11,140.70,2,1,1
14048.0,2010-11-01 00:00:00.000,United Kingdom,4,"276 days 23:01:00",144,713.89,2,4,3
16517.0,2011-03-01 00:00:00.000,United Kingdom,1,"276 days 23:00:00",17,162.70,2,2,1
15869.0,2010-03-01 00:00:00.000,United Kingdom,3,"276 days 19:27:00",35,323.66,2,2,2
13345.0,2011-02-01 00:00:00.000,United Kingdom,2,"276 days 04:16:00",22,377.60,2,2,2
15234.0,2011-03-01 00:00:00.000,United Kingdom,1,"276 days 03:57:00",14,197.00,2,1,1
15944.0,2009-12-01 00:00:00.000,United Kingdom,4,"276 days 02:17:00",38,2164.24,2,3,4
16917.0,2009-12-01 00:00:00.000,United Kingdom,3,"276 days 00:55:00",52,1848.88,2,3,4
12623.0,2010-01-01 00:00:00.000,Germany,9,"275 days 23:00:00",176,3639.84,2,4,5
17639.0,2010-08-01 00:00:00.000,United Kingdom,6,"275 days 21:28:00",79,615.17,2,4,3
12881.0,2011-03-01 00:00:00.000,United Kingdom,1,"275 days 01:06:00",7,298.00,2,1,2
17138.0,2010-02-01 00:00:00.000,United Kingdom,7,"275 days 00:56:00",256,4417.27,2,5,5
