"Customer ID","cohort_month","Revenue For the Client","Country","Number of unique Invoice","r_score","f_score","m_score"
13948.0,2009-12-01 00:00:00.000,536.86,United Kingdom,5,2,2,2
16202.0,2009-12-01 00:00:00.000,2467.04,United Kingdom,11,2,4,4
18141.0,2010-04-01 00:00:00.000,838.57,United Kingdom,4,2,3,3
16262.0,2010-01-01 00:00:00.000,677.78,United Kingdom,3,2,3,3
16812.0,2010-11-01 00:00:00.000,2216.80,United Kingdom,5,2,4,4
16499.0,2010-06-01 00:00:00.000,2491.74,United Kingdom,13,2,4,4
12797.0,2010-10-01 00:00:00.000,725.46,Portugal,6,2,3,3
13295.0,2010-05-01 00:00:00.000,1058.02,United Kingdom,9,2,3,3
17525.0,2010-10-01 00:00:00.000,1161.90,United Kingdom,3,2,2,3
17551.0,2010-12-01 00:00:00.000,306.84,United Kingdom,1,2,3,2
18050.0,2010-11-01 00:00:00.000,412.06,United Kingdom,2,2,2,2
12666.0,2010-11-01 00:00:00.000,1020.98,Israel,2,2,2,3
17752.0,2010-12-01 00:00:00.000,80.64,United Kingdom,1,2,1,1
13829.0,2010-10-01 00:00:00.000,0.00,United Kingdom,2,2,1,1
17496.0,2010-01-01 00:00:00.000,1385.89,United Kingdom,5,2,3,4
15789.0,2010-03-01 00:00:00.000,1932.01,United Kingdom,7,2,4,4
15224.0,2010-01-01 00:00:00.000,837.26,United Kingdom,8,2,3,3
18269.0,2010-12-01 00:00:00.000,307.50,United Kingdom,2,2,1,2
14373.0,2010-12-01 00:00:00.000,76.55,United Kingdom,1,2,1,1
17691.0,2010-06-01 00:00:00.000,769.85,United Kingdom,5,2,3,3
13874.0,2009-12-01 00:00:00.000,1989.20,United Kingdom,10,2,3,4
12551.0,2010-12-01 00:00:00.000,168.00,Spain,1,2,1,1
15204.0,2010-12-01 00:00:00.000,316.58,United Kingdom,1,2,1,2
15160.0,2010-10-01 00:00:00.000,589.27,United Kingdom,4,2,2,3
13033.0,2010-10-01 00:00:00.000,220.55,United Kingdom,2,2,1,1
17343.0,2009-12-01 00:00:00.000,1259.94,United Kingdom,6,2,4,4
18256.0,2010-11-01 00:00:00.000,60.60,United Kingdom,2,2,1,1
15279.0,2010-02-01 00:00:00.000,1541.74,United Kingdom,7,2,4,4
14119.0,2009-12-01 00:00:00.000,163.47,United Kingdom,3,2,1,1
13369.0,2010-12-01 00:00:00.000,572.03,United Kingdom,2,2,2,2
15460.0,2010-12-01 00:00:00.000,216.76,United Kingdom,1,2,3,1
18176.0,2010-12-01 00:00:00.000,448.65,United Kingdom,2,2,2,2
16270.0,2010-12-01 00:00:00.000,1141.24,United Kingdom,1,2,3,3
12515.0,2010-12-01 00:00:00.000,383.70,Italy,1,2,1,2
12734.0,2010-11-01 00:00:00.000,639.65,France,3,2,2,3
15562.0,2009-12-01 00:00:00.000,673.38,United Kingdom,3,2,2,3
13922.0,2010-08-01 00:00:00.000,824.70,United Kingdom,5,2,2,3
13304.0,2010-02-01 00:00:00.000,1120.79,United Kingdom,7,2,4,3
16282.0,2009-12-01 00:00:00.000,1307.58,United Kingdom,3,2,2,4
15266.0,2010-01-01 00:00:00.000,841.70,United Kingdom,6,2,3,3
15464.0,2011-01-01 00:00:00.000,1048.85,United Kingdom,1,2,4,3
12503.0,2010-05-01 00:00:00.000,0.00,Spain,2,2,1,1
12386.0,2010-12-01 00:00:00.000,660.80,Australia,2,2,2,3
15823.0,2009-12-01 00:00:00.000,3033.86,United Kingdom,6,2,4,5
13187.0,2010-03-01 00:00:00.000,348.31,United Kingdom,5,2,3,2
15607.0,2010-01-01 00:00:00.000,1578.57,United Kingdom,13,2,4,4
12489.0,2011-01-01 00:00:00.000,334.93,France,1,2,1,2
15649.0,2010-11-01 00:00:00.000,2170.35,United Kingdom,4,2,1,4
14889.0,2011-01-01 00:00:00.000,135.90,United Kingdom,1,2,1,1
17128.0,2011-01-01 00:00:00.000,157.09,United Kingdom,1,2,1,1
12793.0,2010-11-01 00:00:00.000,1017.33,Portugal,3,2,3,3
12651.0,2010-08-01 00:00:00.000,365.30,France,5,2,2,2
18032.0,2011-01-01 00:00:00.000,73.50,United Kingdom,1,2,1,1
16850.0,2011-01-01 00:00:00.000,332.41,United Kingdom,1,2,2,2
15326.0,2009-12-01 00:00:00.000,1529.82,United Kingdom,10,2,4,4
12736.0,2011-01-01 00:00:00.000,234.00,France,1,2,1,1
16351.0,2009-12-01 00:00:00.000,3279.13,United Kingdom,18,2,5,5
13144.0,2010-10-01 00:00:00.000,135.35,United Kingdom,2,2,1,1
15346.0,2010-10-01 00:00:00.000,591.65,United Kingdom,4,2,3,3
17569.0,2011-01-01 00:00:00.000,344.14,United Kingdom,1,2,2,2
14270.0,2011-01-01 00:00:00.000,492.65,United Kingdom,1,2,2,2
14185.0,2011-01-01 00:00:00.000,197.65,United Kingdom,1,2,1,1
15447.0,2010-03-01 00:00:00.000,484.93,United Kingdom,6,2,2,2
16315.0,2010-06-01 00:00:00.000,402.71,United Kingdom,2,2,2,2
15510.0,2011-01-01 00:00:00.000,250.00,United Kingdom,1,2,1,1
17406.0,2009-12-01 00:00:00.000,4592.10,United Kingdom,18,2,5,5
18085.0,2010-03-01 00:00:00.000,1645.75,United Kingdom,4,2,3,4
15100.0,2010-01-01 00:00:00.000,2319.50,United Kingdom,14,2,2,4
12672.0,2010-04-01 00:00:00.000,410.50,France,3,2,2,2
13385.0,2011-01-01 00:00:00.000,534.57,United Kingdom,1,2,2,2
18106.0,2010-01-01 00:00:00.000,1461.46,United Kingdom,6,2,5,4
12872.0,2009-12-01 00:00:00.000,3678.34,United Kingdom,13,2,5,5
15316.0,2011-01-01 00:00:00.000,165.00,United Kingdom,1,2,1,1
14238.0,2009-12-01 00:00:00.000,434.23,United Kingdom,3,2,1,2
13859.0,2010-06-01 00:00:00.000,515.86,United Kingdom,2,2,2,2
18212.0,2010-01-01 00:00:00.000,546.72,United Kingdom,2,2,3,2
18233.0,2011-01-01 00:00:00.000,440.00,United Kingdom,1,2,1,2
12346.0,2009-12-01 00:00:00.000,-64.68,United Kingdom,17,2,3,1
13898.0,2010-10-01 00:00:00.000,686.40,United Kingdom,2,2,3,3
15395.0,2011-01-01 00:00:00.000,107.45,United Kingdom,1,2,1,1
13693.0,2009-12-01 00:00:00.000,1948.32,United Kingdom,13,2,4,4
12665.0,2010-02-01 00:00:00.000,301.45,Germany,5,2,2,2
14090.0,2011-01-01 00:00:00.000,76.32,United Kingdom,1,2,1,1
15171.0,2011-01-01 00:00:00.000,1034.50,United Kingdom,2,2,1,3
15262.0,2010-08-01 00:00:00.000,418.82,United Kingdom,3,2,2,2
17862.0,2010-05-01 00:00:00.000,1279.09,United Kingdom,4,2,4,4
12402.0,2010-02-01 00:00:00.000,1244.15,Belgium,7,2,3,4
13008.0,2009-12-01 00:00:00.000,543.28,United Kingdom,7,2,3,2
15422.0,2010-02-01 00:00:00.000,1615.02,United Kingdom,8,2,4,4
15174.0,2010-10-01 00:00:00.000,481.46,United Kingdom,2,2,2,2
13284.0,2011-01-01 00:00:00.000,196.15,United Kingdom,2,2,1,1
17890.0,2010-12-01 00:00:00.000,602.09,United Kingdom,2,2,4,3
16387.0,2010-03-01 00:00:00.000,918.55,United Kingdom,5,2,4,3
12829.0,2010-06-01 00:00:00.000,345.35,United Kingdom,4,2,2,2
12652.0,2010-10-01 00:00:00.000,1011.58,Germany,3,2,3,3
17714.0,2010-07-01 00:00:00.000,1376.58,United Kingdom,9,2,4,4
15167.0,2010-02-01 00:00:00.000,1659.67,United Kingdom,5,2,5,4
14068.0,2010-01-01 00:00:00.000,1504.97,United Kingdom,5,2,4,4
14368.0,2011-01-01 00:00:00.000,155.00,United Kingdom,1,2,1,1
14782.0,2011-01-01 00:00:00.000,200.10,United Kingdom,1,2,1,1
14439.0,2010-01-01 00:00:00.000,9443.04,Greece,5,2,4,5
15820.0,2011-01-01 00:00:00.000,206.98,United Kingdom,1,2,2,1
13551.0,2010-02-01 00:00:00.000,244.20,United Kingdom,2,2,1,1
15052.0,2011-01-01 00:00:00.000,215.78,United Kingdom,1,2,2,1
14130.0,2009-12-01 00:00:00.000,1882.67,United Kingdom,4,2,5,4
15222.0,2009-12-01 00:00:00.000,3415.66,United Kingdom,17,2,4,5
16757.0,2010-10-01 00:00:00.000,270.48,United Kingdom,2,2,1,2
15213.0,2011-01-01 00:00:00.000,325.05,United Kingdom,3,2,2,2
13703.0,2010-10-01 00:00:00.000,99.50,United Kingdom,3,2,3,1
16222.0,2009-12-01 00:00:00.000,1345.22,United Kingdom,2,2,4,4
14248.0,2010-07-01 00:00:00.000,1032.95,United Kingdom,3,2,3,3
13002.0,2010-10-01 00:00:00.000,414.13,United Kingdom,3,2,2,2
17094.0,2010-10-01 00:00:00.000,370.40,United Kingdom,3,2,2,2
17118.0,2011-01-01 00:00:00.000,157.02,United Kingdom,1,2,1,1
15661.0,2010-05-01 00:00:00.000,1215.95,United Kingdom,8,2,3,4
12591.0,2010-10-01 00:00:00.000,1352.15,Italy,3,2,3,4
12764.0,2011-01-01 00:00:00.000,1693.88,Lebanon,1,2,3,4
13328.0,2011-01-01 00:00:00.000,1308.48,United Kingdom,1,2,2,4
16124.0,2009-12-01 00:00:00.000,1709.39,United Kingdom,6,2,4,4
12574.0,2011-01-01 00:00:00.000,218.45,France,1,2,1,1
12735.0,2011-01-01 00:00:00.000,779.57,France,2,2,3,3
12501.0,2011-01-01 00:00:00.000,2089.68,Germany,2,2,4,4
12377.0,2010-04-01 00:00:00.000,3426.32,Switzerland,4,2,4,5
17062.0,2010-09-01 00:00:00.000,1204.32,United Kingdom,7,2,4,4
13161.0,2010-07-01 00:00:00.000,478.88,United Kingdom,2,2,2,2
15415.0,2011-01-01 00:00:00.000,572.81,United Kingdom,1,2,3,2
17431.0,2011-01-01 00:00:00.000,403.30,United Kingdom,1,2,3,2
17239.0,2009-12-01 00:00:00.000,1174.15,United Kingdom,6,2,2,3
15448.0,2010-02-01 00:00:00.000,788.81,United Kingdom,2,2,3,3
13615.0,2010-01-01 00:00:00.000,6212.23,United Kingdom,12,2,5,5
18095.0,2010-04-01 00:00:00.000,2303.09,United Kingdom,5,2,3,4
17619.0,2011-01-01 00:00:00.000,218.52,United Kingdom,1,2,3,1
13506.0,2010-09-01 00:00:00.000,1609.65,United Kingdom,8,2,4,4
13600.0,2010-03-01 00:00:00.000,518.42,United Kingdom,2,2,3,2
15881.0,2010-12-01 00:00:00.000,438.24,United Kingdom,8,2,2,2
14496.0,2010-03-01 00:00:00.000,2645.88,United Kingdom,10,2,4,4
14627.0,2009-12-01 00:00:00.000,406.40,United Kingdom,3,2,3,2
17356.0,2010-01-01 00:00:00.000,946.47,United Kingdom,5,2,4,3
14850.0,2010-05-01 00:00:00.000,1575.21,United Kingdom,9,2,5,4
13494.0,2011-02-01 00:00:00.000,316.26,United Kingdom,1,2,2,2
12373.0,2010-02-01 00:00:00.000,1127.65,Austria,3,2,3,3
14549.0,2009-12-01 00:00:00.000,916.55,United Kingdom,4,2,4,3
15107.0,2010-09-01 00:00:00.000,856.26,United Kingdom,12,2,3,3
15940.0,2010-10-01 00:00:00.000,0.00,United Kingdom,3,2,1,1
14457.0,2011-02-01 00:00:00.000,113.64,United Kingdom,1,2,1,1
12559.0,2011-01-01 00:00:00.000,536.21,Germany,3,2,2,2
14411.0,2011-02-01 00:00:00.000,1063.00,United Kingdom,1,2,1,3
15226.0,2011-02-01 00:00:00.000,154.41,United Kingdom,1,2,1,1
17912.0,2010-11-01 00:00:00.000,360.10,United Kingdom,7,2,3,2
17223.0,2010-11-01 00:00:00.000,873.53,United Kingdom,3,2,4,3
12350.0,2011-02-01 00:00:00.000,334.40,Norway,1,2,2,2
16030.0,2011-02-01 00:00:00.000,331.24,United Kingdom,1,2,2,2
13800.0,2009-12-01 00:00:00.000,1679.56,United Kingdom,3,2,3,4
13581.0,2010-10-01 00:00:00.000,280.53,United Kingdom,2,2,2,2
17517.0,2011-02-01 00:00:00.000,153.94,United Kingdom,1,2,1,1
17226.0,2010-02-01 00:00:00.000,900.12,United Kingdom,3,2,3,3
17291.0,2011-02-01 00:00:00.000,550.80,United Kingdom,1,2,1,2
15090.0,2011-02-01 00:00:00.000,381.32,United Kingdom,1,2,2,2
13963.0,2010-04-01 00:00:00.000,2899.62,United Kingdom,18,2,4,5
17392.0,2010-09-01 00:00:00.000,626.56,United Kingdom,3,2,3,3
13584.0,2010-02-01 00:00:00.000,347.15,United Kingdom,5,2,4,2
15808.0,2009-12-01 00:00:00.000,18248.83,United Kingdom,24,2,5,5
14438.0,2011-02-01 00:00:00.000,131.90,United Kingdom,1,2,1,1
12956.0,2009-12-01 00:00:00.000,521.89,United Kingdom,4,2,3,2
14600.0,2010-11-01 00:00:00.000,865.17,United Kingdom,2,2,3,3
13809.0,2010-09-01 00:00:00.000,679.70,Cyprus,3,2,2,3
17859.0,2011-02-01 00:00:00.000,148.21,United Kingdom,1,2,2,1
15753.0,2011-02-01 00:00:00.000,79.20,United Kingdom,1,2,1,1
17881.0,2011-02-01 00:00:00.000,133.35,United Kingdom,1,2,1,1
15843.0,2011-02-01 00:00:00.000,118.95,United Kingdom,1,2,1,1
15970.0,2010-04-01 00:00:00.000,1017.32,United Kingdom,2,2,2,3
12401.0,2011-02-01 00:00:00.000,84.30,Belgium,1,2,1,1
17843.0,2010-10-01 00:00:00.000,326.23,United Kingdom,2,2,3,2
17358.0,2010-02-01 00:00:00.000,866.05,United Kingdom,5,2,4,3
13706.0,2010-03-01 00:00:00.000,631.17,United Kingdom,2,2,3,3
12561.0,2011-02-01 00:00:00.000,238.85,Germany,1,2,1,1
16425.0,2011-02-01 00:00:00.000,302.70,United Kingdom,1,2,2,2
17850.0,2009-12-01 00:00:00.000,55703.13,United Kingdom,159,2,5,5
16405.0,2011-02-01 00:00:00.000,167.25,United Kingdom,2,2,1,1
16403.0,2011-01-01 00:00:00.000,161.05,United Kingdom,2,2,1,1
16725.0,2009-12-01 00:00:00.000,1870.71,United Kingdom,16,2,5,4
13819.0,2009-12-01 00:00:00.000,2631.10,United Kingdom,7,2,4,4
12505.0,2010-10-01 00:00:00.000,908.00,Italy,3,2,3,3
13672.0,2009-12-01 00:00:00.000,162.07,United Kingdom,7,2,2,1
18250.0,2011-02-01 00:00:00.000,342.92,United Kingdom,2,2,2,2
18159.0,2011-02-01 00:00:00.000,530.15,United Kingdom,1,2,2,2
15638.0,2010-01-01 00:00:00.000,2137.20,United Kingdom,9,2,2,4
12943.0,2010-04-01 00:00:00.000,489.00,United Kingdom,4,2,2,2
14497.0,2010-02-01 00:00:00.000,679.16,United Kingdom,3,2,3,3
12410.0,2010-07-01 00:00:00.000,1001.46,Switzerland,4,2,3,3
17334.0,2010-10-01 00:00:00.000,634.73,United Kingdom,4,2,2,3
16897.0,2011-01-01 00:00:00.000,213.03,United Kingdom,3,2,3,1
16084.0,2011-02-01 00:00:00.000,436.18,United Kingdom,1,2,3,2
15236.0,2011-02-01 00:00:00.000,321.05,United Kingdom,1,2,1,2
14431.0,2010-01-01 00:00:00.000,2541.60,United Kingdom,5,2,4,4
17829.0,2010-02-01 00:00:00.000,4680.42,United Arab Emirates,6,2,4,5
16738.0,2011-02-01 00:00:00.000,3.75,United Kingdom,1,2,1,1
13893.0,2011-02-01 00:00:00.000,821.10,United Kingdom,1,2,2,3
14176.0,2010-11-01 00:00:00.000,913.11,United Kingdom,6,2,3,3
14935.0,2010-03-01 00:00:00.000,2849.83,Channel Islands,2,2,2,4
16509.0,2011-02-01 00:00:00.000,363.70,United Kingdom,1,2,1,2
14386.0,2011-02-01 00:00:00.000,142.40,United Kingdom,1,2,1,1
15670.0,2010-06-01 00:00:00.000,315.20,United Kingdom,3,2,2,2
16494.0,2011-02-01 00:00:00.000,826.53,United Kingdom,1,2,3,3
16148.0,2009-12-01 00:00:00.000,370.37,United Kingdom,4,2,1,2
18138.0,2011-02-01 00:00:00.000,152.65,United Kingdom,1,2,1,1
14371.0,2011-02-01 00:00:00.000,100.50,United Kingdom,1,2,1,1
13932.0,2011-02-01 00:00:00.000,307.40,United Kingdom,1,2,1,2
14760.0,2011-02-01 00:00:00.000,53.80,United Kingdom,2,2,1,1
16765.0,2010-11-01 00:00:00.000,454.75,United Kingdom,2,2,3,2
12988.0,2011-02-01 00:00:00.000,535.32,United Kingdom,1,2,4,2
12707.0,2011-02-01 00:00:00.000,603.42,France,1,2,2,3
16073.0,2011-02-01 00:00:00.000,94.35,United Kingdom,2,2,1,1
12365.0,2011-02-01 00:00:00.000,320.69,Cyprus,3,2,2,2
13044.0,2010-01-01 00:00:00.000,4824.20,United Kingdom,13,2,5,5
16546.0,2010-09-01 00:00:00.000,3837.36,United Kingdom,7,2,4,5
16349.0,2011-02-01 00:00:00.000,53.50,United Kingdom,1,2,1,1
16913.0,2010-02-01 00:00:00.000,423.91,United Kingdom,3,2,2,2
18114.0,2011-02-01 00:00:00.000,220.10,United Kingdom,1,2,2,1
15303.0,2010-01-01 00:00:00.000,1178.78,United Kingdom,4,2,3,3
12852.0,2011-02-01 00:00:00.000,299.75,United Kingdom,2,2,2,2
17499.0,2010-05-01 00:00:00.000,1296.84,United Kingdom,3,2,3,4
15397.0,2011-02-01 00:00:00.000,94.00,United Kingdom,1,2,1,1
18068.0,2011-02-01 00:00:00.000,101.70,United Kingdom,1,2,1,1
15590.0,2010-04-01 00:00:00.000,1466.41,United Kingdom,6,2,4,4
17171.0,2010-02-01 00:00:00.000,384.59,United Kingdom,2,2,2,2
17117.0,2011-02-01 00:00:00.000,116.20,United Kingdom,1,2,1,1
12945.0,2010-02-01 00:00:00.000,900.11,United Kingdom,2,2,3,3
18056.0,2010-03-01 00:00:00.000,539.75,United Kingdom,3,2,2,2
16072.0,2010-06-01 00:00:00.000,4328.89,United Kingdom,4,2,5,5
15543.0,2010-09-01 00:00:00.000,242.84,United Kingdom,2,2,3,1
13751.0,2011-02-01 00:00:00.000,296.25,United Kingdom,1,2,1,2
16997.0,2011-01-01 00:00:00.000,702.00,United Kingdom,3,2,1,3
13753.0,2009-12-01 00:00:00.000,2094.57,United Kingdom,4,2,4,4
12361.0,2010-01-01 00:00:00.000,511.25,Belgium,4,2,2,2
13973.0,2011-02-01 00:00:00.000,264.70,United Kingdom,1,2,1,2
13684.0,2010-03-01 00:00:00.000,546.52,United Kingdom,6,2,4,2
14036.0,2011-02-01 00:00:00.000,626.65,United Kingdom,1,2,3,3
16339.0,2011-02-01 00:00:00.000,109.95,United Kingdom,1,2,2,1
12509.0,2011-02-01 00:00:00.000,176.50,France,1,2,1,1
14046.0,2011-02-01 00:00:00.000,154.99,United Kingdom,1,2,1,1
17165.0,2009-12-01 00:00:00.000,1783.63,United Kingdom,8,2,4,4
16078.0,2010-02-01 00:00:00.000,362.99,United Kingdom,2,2,3,2
15709.0,2010-04-01 00:00:00.000,327.85,United Kingdom,2,2,2,2
15319.0,2011-03-01 00:00:00.000,204.50,United Kingdom,1,2,1,1
15456.0,2009-12-01 00:00:00.000,2119.27,United Kingdom,10,2,5,4
12866.0,2010-07-01 00:00:00.000,1227.35,Belgium,3,2,3,4
13497.0,2010-02-01 00:00:00.000,1266.33,United Kingdom,7,2,3,4
15733.0,2011-03-01 00:00:00.000,162.30,United Kingdom,1,2,1,1
12834.0,2011-03-01 00:00:00.000,312.38,United Kingdom,1,2,2,2
13166.0,2010-10-01 00:00:00.000,881.68,United Kingdom,3,2,3,3
16792.0,2010-01-01 00:00:00.000,623.46,United Kingdom,5,2,4,3
12873.0,2010-01-01 00:00:00.000,2027.30,United Kingdom,3,2,2,4
17923.0,2010-06-01 00:00:00.000,497.00,United Kingdom,3,2,1,2
15087.0,2011-03-01 00:00:00.000,306.94,United Kingdom,1,2,1,2
12565.0,2011-02-01 00:00:00.000,131.17,Saudi Arabia,2,2,1,1
16159.0,2009-12-01 00:00:00.000,1230.29,United Kingdom,5,2,3,4
17995.0,2010-11-01 00:00:00.000,495.48,United Kingdom,3,2,2,2
17789.0,2010-02-01 00:00:00.000,397.15,United Kingdom,2,2,2,2
15257.0,2010-10-01 00:00:00.000,600.90,United Kingdom,3,2,1,3
12817.0,2010-10-01 00:00:00.000,690.98,Austria,3,2,2,3
13715.0,2010-03-01 00:00:00.000,8438.34,United Kingdom,21,2,5,5
17508.0,2009-12-01 00:00:00.000,4546.78,Greece,9,2,5,5
13382.0,2009-12-01 00:00:00.000,1387.58,United Kingdom,5,2,4,4
14570.0,2010-09-01 00:00:00.000,613.75,United Kingdom,3,2,3,3
14779.0,2011-01-01 00:00:00.000,386.15,United Kingdom,3,2,3,2
17325.0,2010-03-01 00:00:00.000,609.57,United Kingdom,3,2,3,3
14670.0,2009-12-01 00:00:00.000,602.00,United Kingdom,3,2,5,3
17535.0,2011-03-01 00:00:00.000,164.40,United Kingdom,1,2,1,1
14247.0,2010-06-01 00:00:00.000,769.71,United Kingdom,6,2,4,3
15554.0,2011-03-01 00:00:00.000,217.20,United Kingdom,1,2,1,1
18280.0,2010-11-01 00:00:00.000,472.45,United Kingdom,3,2,2,2
12614.0,2011-03-01 00:00:00.000,315.60,Germany,1,2,2,2
14012.0,2011-03-01 00:00:00.000,328.80,United Kingdom,1,2,1,2
17654.0,2011-03-01 00:00:00.000,117.55,United Kingdom,1,2,2,1
16598.0,2011-02-01 00:00:00.000,140.70,United Kingdom,2,2,1,1
14048.0,2010-11-01 00:00:00.000,713.89,United Kingdom,4,2,4,3
16517.0,2011-03-01 00:00:00.000,162.70,United Kingdom,1,2,2,1
15869.0,2010-03-01 00:00:00.000,323.66,United Kingdom,3,2,2,2
13345.0,2011-02-01 00:00:00.000,377.60,United Kingdom,2,2,2,2
15234.0,2011-03-01 00:00:00.000,197.00,United Kingdom,1,2,1,1
15944.0,2009-12-01 00:00:00.000,2164.24,United Kingdom,4,2,3,4
16917.0,2009-12-01 00:00:00.000,1848.88,United Kingdom,3,2,3,4
12623.0,2010-01-01 00:00:00.000,3639.84,Germany,9,2,4,5
17639.0,2010-08-01 00:00:00.000,615.17,United Kingdom,6,2,4,3
12881.0,2011-03-01 00:00:00.000,298.00,United Kingdom,1,2,1,2
17138.0,2010-02-01 00:00:00.000,4417.27,United Kingdom,7,2,5,5
14165.0,2011-03-01 00:00:00.000,122.54,United Kingdom,1,2,2,1
15057.0,2009-12-01 00:00:00.000,3184.56,United Kingdom,6,2,3,5
13493.0,2011-02-01 00:00:00.000,618.63,Switzerland,2,2,1,3
16471.0,2010-02-01 00:00:00.000,1186.18,United Kingdom,6,2,3,4
14603.0,2011-03-01 00:00:00.000,660.00,United Kingdom,1,2,1,3
16625.0,2010-06-01 00:00:00.000,1651.08,United Kingdom,6,2,4,4
18086.0,2011-03-01 00:00:00.000,101.34,United Kingdom,1,2,1,1
14727.0,2010-06-01 00:00:00.000,291.13,United Kingdom,4,2,3,2
14114.0,2010-04-01 00:00:00.000,1364.09,United Kingdom,7,2,3,4
13133.0,2010-09-01 00:00:00.000,200.45,United Kingdom,3,2,1,1
17194.0,2010-06-01 00:00:00.000,812.50,United Kingdom,3,2,3,3
15049.0,2011-03-01 00:00:00.000,121.17,United Kingdom,1,2,1,1
13226.0,2010-11-01 00:00:00.000,312.46,United Kingdom,2,2,2,2
16766.0,2011-03-01 00:00:00.000,1145.60,United Kingdom,2,2,2,3
13708.0,2011-03-01 00:00:00.000,296.88,United Kingdom,1,2,3,2
14962.0,2010-05-01 00:00:00.000,366.91,United Kingdom,4,2,1,2
15308.0,2011-03-01 00:00:00.000,302.27,United Kingdom,2,2,2,2
14350.0,2010-10-01 00:00:00.000,947.80,United Kingdom,4,2,3,3
15388.0,2011-03-01 00:00:00.000,140.54,Canada,1,2,1,1
16037.0,2010-03-01 00:00:00.000,1489.44,United Kingdom,7,2,3,4
15047.0,2011-03-01 00:00:00.000,343.62,United Kingdom,1,2,2,2
17542.0,2010-03-01 00:00:00.000,341.70,United Kingdom,3,2,3,2
16392.0,2010-05-01 00:00:00.000,763.05,United Kingdom,3,2,4,3
13716.0,2011-03-01 00:00:00.000,138.28,United Kingdom,1,2,2,1
16061.0,2010-10-01 00:00:00.000,44.95,United Kingdom,3,2,1,1
13121.0,2011-03-01 00:00:00.000,254.73,United Kingdom,2,2,3,1
16152.0,2011-03-01 00:00:00.000,1829.04,United Kingdom,1,2,2,4
13358.0,2011-03-01 00:00:00.000,439.03,United Kingdom,1,2,2,2
13261.0,2011-02-01 00:00:00.000,944.10,United Kingdom,2,2,1,3
13299.0,2010-06-01 00:00:00.000,1173.30,United Kingdom,5,2,3,3
13185.0,2011-03-01 00:00:00.000,71.40,United Kingdom,1,2,1,1
14840.0,2010-06-01 00:00:00.000,340.21,United Kingdom,3,2,2,2
13216.0,2011-03-01 00:00:00.000,333.74,United Kingdom,1,2,1,2
12845.0,2011-02-01 00:00:00.000,354.09,United Kingdom,4,2,2,2
14081.0,2009-12-01 00:00:00.000,5250.05,United Kingdom,16,2,5,5
16216.0,2011-03-01 00:00:00.000,914.93,United Kingdom,1,2,2,3
16377.0,2010-04-01 00:00:00.000,1308.48,United Kingdom,2,2,1,4
16976.0,2011-03-01 00:00:00.000,251.52,United Kingdom,1,2,1,1
12514.0,2010-03-01 00:00:00.000,1597.76,Italy,2,2,4,4
13093.0,2009-12-01 00:00:00.000,54073.73,United Kingdom,88,2,5,5
13707.0,2010-06-01 00:00:00.000,3365.86,United Kingdom,5,2,4,5
13072.0,2011-03-01 00:00:00.000,177.15,United Kingdom,1,2,1,1
15695.0,2010-01-01 00:00:00.000,1131.04,United Kingdom,4,2,3,3
16716.0,2010-03-01 00:00:00.000,1568.28,United Kingdom,4,2,1,4
14059.0,2011-03-01 00:00:00.000,183.60,United Kingdom,1,2,1,1
14066.0,2011-03-01 00:00:00.000,152.55,United Kingdom,1,2,1,1
15019.0,2011-03-01 00:00:00.000,266.00,United Kingdom,1,2,3,2
14041.0,2011-03-01 00:00:00.000,141.41,United Kingdom,1,2,2,1
17060.0,2011-03-01 00:00:00.000,234.24,United Kingdom,1,2,1,1
14155.0,2011-03-01 00:00:00.000,118.75,United Kingdom,1,2,1,1
14633.0,2011-03-01 00:00:00.000,344.90,United Kingdom,1,2,2,2
15703.0,2011-03-01 00:00:00.000,211.50,United Kingdom,1,2,1,1
12902.0,2011-03-01 00:00:00.000,138.68,United Kingdom,1,2,1,1
16402.0,2010-12-01 00:00:00.000,511.40,United Kingdom,2,2,4,2
14693.0,2010-07-01 00:00:00.000,1139.86,United Kingdom,8,2,3,3
16096.0,2010-03-01 00:00:00.000,1584.97,United Kingdom,4,2,3,4
15408.0,2011-03-01 00:00:00.000,267.18,United Kingdom,1,2,2,2
15445.0,2010-04-01 00:00:00.000,284.50,United Kingdom,2,2,1,2
17230.0,2009-12-01 00:00:00.000,9695.91,United Kingdom,23,2,5,5
14762.0,2010-03-01 00:00:00.000,417.57,United Kingdom,2,2,2,2
13934.0,2011-03-01 00:00:00.000,922.10,United Kingdom,1,2,2,3
18224.0,2011-03-01 00:00:00.000,158.95,United Kingdom,1,2,1,1
17678.0,2010-04-01 00:00:00.000,579.81,United Kingdom,3,2,2,2
17763.0,2010-02-01 00:00:00.000,51.15,United Kingdom,5,2,2,1
13262.0,2010-04-01 00:00:00.000,573.45,United Kingdom,3,2,3,2
16427.0,2011-02-01 00:00:00.000,241.06,United Kingdom,2,2,1,1
14632.0,2011-03-01 00:00:00.000,114.56,United Kingdom,1,2,1,1
16135.0,2010-05-01 00:00:00.000,819.45,United Kingdom,2,2,3,3
12831.0,2010-09-01 00:00:00.000,451.11,United Kingdom,3,2,2,2
15437.0,2010-03-01 00:00:00.000,393.45,United Kingdom,2,2,3,2
15457.0,2011-03-01 00:00:00.000,237.07,United Kingdom,1,2,3,1
