"Customer ID","recency","frequency","monetary"
15698.0,"623 days 19:12:00",2,46.20
16639.0,"24 days 23:03:00",83,1659.85
15955.0,"23 days 22:35:00",368,8622.61
14229.0,"51 days 02:46:00",78,2468.99
12801.0,"477 days 00:46:00",51,1031.87
17286.0,"21 days 00:03:00",93,395.48
14304.0,"222 days 01:00:00",99,1523.81
15819.0,"48 days 22:00:00",264,3911.28
14261.0,"50 days 02:46:00",52,1163.45
16047.0,"681 days 20:16:00",1,107.14
15212.0,"238 days 23:38:00",12,195.43
14996.0,"480 days 23:06:00",41,442.29
13041.0,"450 days 01:06:00",35,799.13
16675.0,"441 days 00:35:00",23,608.86
13158.0,"94 days 00:52:00",100,1508.18
15899.0,"368 days 02:14:00",8,112.50
14186.0,"426 days 23:20:00",104,1550.63
17676.0,"3 days 21:34:00",169,2722.52
13725.0,"49 days 02:47:00",118,1809.81
15151.0,"422 days 20:13:00",57,2085.61
15570.0,"6 days 22:03:00",794,9246.99
16563.0,"53 days 00:59:00",91,4412.56
16799.0,"431 days 22:22:00",107,491.03
16315.0,"330 days 00:53:00",23,402.71
15609.0,"182 days 02:55:00",18,270.03
14558.0,"652 days 19:49:00",17,614.10
13269.0,"21:57:00",503,8861.39
15466.0,"84 days 22:42:00",265,1571.01
13742.0,"16 days 01:43:00",323,3102.42
13536.0,"20:12:00",179,3448.29
14932.0,"365 days 01:02:00",49,1029.66
14887.0,"78 days 21:18:00",6,1862.00
15238.0,"28 days 22:22:00",52,1056.54
13294.0,"189 days 03:56:00",102,1689.53
17209.0,"648 days 20:49:00",40,611.60
17435.0,"410 days 22:55:00",15,331.35
17737.0,"8 days 21:34:00",10,168.24
17354.0,"50 days 02:16:00",104,3143.46
15262.0,"323 days 00:34:00",26,418.82
17573.0,"28 days 23:49:00",26,362.90
14853.0,"8 days 03:06:00",33,1351.37
17550.0,"196 days 22:41:00",351,2206.54
15483.0,"160 days 23:43:00",290,862.20
15552.0,"216 days 22:03:00",30,252.52
14262.0,"7 days 22:33:00",143,2618.23
16473.0,"164 days 03:40:00",29,469.58
16482.0,"15 days 00:17:00",18,220.62
13891.0,"377 days 20:53:00",100,863.56
12505.0,"300 days 23:11:00",47,908.00
14149.0,"212 days 00:16:00",40,259.43
16968.0,"3 days 21:48:00",31,439.43
12896.0,"730 days 03:22:00",1,-29.75
15348.0,"71 days 23:33:00",9,158.04
15329.0,"34 days 23:54:00",178,2742.98
15835.0,"43 days 21:03:00",50,954.09
13782.0,"12 days 00:56:00",245,1785.77
17306.0,"10 days 00:36:00",75,9751.77
15902.0,"379 days 19:53:00",18,145.01
16328.0,"562 days 22:48:00",16,310.83
13828.0,"21 days 20:48:00",15,209.49
14354.0,"5 days 01:18:00",9,163.62
12547.0,"197 days 00:12:00",21,383.58
15630.0,"44 days 21:14:00",81,1475.45
15774.0,"68 days 00:46:00",114,1324.20
16385.0,"59 days 23:38:00",137,1030.61
12700.0,"7 days 02:01:00",270,4867.99
14825.0,"3 days 01:12:00",314,4886.28
16802.0,"678 days 23:06:00",53,582.61
16736.0,"505 days 02:41:00",147,2904.51
14658.0,"4 days 21:15:00",29,247.15
13981.0,"400 days 01:40:00",23,327.39
15732.0,"211 days 22:26:00",107,1637.52
16844.0,"562 days 02:21:00",32,614.34
12858.0,"382 days 23:55:00",50,151.73
15057.0,"274 days 21:33:00",71,3184.56
12810.0,"534 days 01:57:00",32,534.99
15731.0,"553 days 02:40:00",8,125.30
17771.0,"56 days 01:07:00",69,387.41
13020.0,"547 days 20:56:00",42,606.96
17970.0,"210 days 16:47:00",31,582.59
14504.0,"46 days 20:50:00",107,673.26
18071.0,"257 days 00:51:00",86,1428.63
16618.0,"30 days 22:58:00",97,2630.64
12432.0,"42 days 01:07:00",108,5059.32
18185.0,"248 days 23:08:00",17,304.25
16910.0,"3 days 23:59:00",547,1510.06
17588.0,"99 days 23:13:00",75,2901.65
13287.0,"582 days 23:40:00",74,519.67
14497.0,"300 days 21:30:00",42,679.16
12795.0,"18 days 02:23:00",14,430.48
12907.0,"395 days 00:42:00",29,440.36
15297.0,"9 days 20:18:00",41,635.04
13353.0,"388 days 01:36:00",3,-28.85
13134.0,"72 days 03:28:00",128,2422.28
13309.0,"6 days 20:16:00",130,1706.37
14568.0,"423 days 19:47:00",48,909.50
16796.0,"88 days 22:49:00",18,305.62
12780.0,"598 days 03:10:00",20,337.40
15327.0,"52 days 00:55:00",10,208.75
14195.0,"201 days 02:21:00",22,2381.24
16199.0,"391 days 23:55:00",10,942.75
13903.0,"399 days 19:06:00",10,165.45
14453.0,"189 days 22:35:00",22,119.93
15947.0,"82 days 02:04:00",29,1708.24
16298.0,"22 days 00:51:00",49,1080.00
17873.0,"79 days 20:09:00",188,6229.56
14508.0,"21 days 17:02:00",189,856.09
14662.0,"28 days 00:37:00",253,1416.33
17395.0,"507 days 21:16:00",3,97.50
15571.0,"11 days 02:48:00",635,4051.63
15236.0,"298 days 01:58:00",15,321.05
16210.0,"1 day 00:14:00",284,38304.06
15365.0,"25 days 04:21:00",255,3573.26
15389.0,"171 days 20:32:00",6,2733.80
15107.0,"310 days 22:04:00",53,856.26
18077.0,"7 days 23:18:00",377,4338.56
16510.0,"371 days 23:11:00",131,2100.00
15546.0,"606 days 00:55:00",18,539.55
12990.0,"30 days 23:49:00",27,955.50
15631.0,"641 days 21:58:00",39,596.67
17200.0,"386 days 23:46:00",25,356.71
18011.0,"372 days 19:15:00",93,527.03
13890.0,"21:14:00",183,2858.73
15688.0,"418 days 00:44:00",27,190.57
14572.0,"2 days 22:10:00",530,5573.28
14096.0,"3 days 19:33:00",5128,57120.91
16325.0,"43 days 20:21:00",145,3463.84
15222.0,"318 days 04:47:00",157,3415.66
18025.0,"379 days 00:13:00",112,1177.72
15349.0,"157 days 20:44:00",72,473.81
15422.0,"322 days 20:33:00",121,1615.02
17932.0,"28 days 17:01:00",90,1331.57
13425.0,"107 days 19:37:00",181,3375.93
12352.0,"35 days 22:13:00",113,1889.21
16351.0,"332 days 02:24:00",198,3279.13
17273.0,"423 days 20:53:00",12,141.12
13487.0,"57 days 00:43:00",49,846.87
15410.0,"83 days 22:03:00",162,4685.72
14241.0,"183 days 01:04:00",12,333.70
12807.0,"382 days 03:34:00",18,269.95
13648.0,"399 days 22:04:00",113,1679.01
13527.0,"33 days 00:46:00",459,4650.04
13512.0,"260 days 02:47:00",39,713.39
14949.0,"459 days 00:34:00",30,498.55
17121.0,"402 days 01:03:00",12,314.74
18231.0,"191 days 22:32:00",389,6848.17
17436.0,"1 day 00:20:00",21,521.31
15292.0,"200 days 21:50:00",25,180.94
17278.0,"240 days 23:40:00",17,271.24
16632.0,"485 days 01:11:00",27,406.40
15934.0,"417 days 02:37:00",29,2190.66
15585.0,"176 days 04:12:00",31,455.30
17222.0,"64 days 22:52:00",113,1605.01
15747.0,"12 days 00:24:00",221,2560.66
17024.0,"44 days 23:03:00",3,95.85
14906.0,"444 days 20:17:00",3,-66.98
14314.0,"106 days 02:11:00",11,221.90
12906.0,"11 days 02:55:00",63,2919.81
14600.0,"305 days 03:02:00",54,865.17
17753.0,"463 days 21:01:00",73,388.06
15565.0,"49 days 22:17:00",8,173.16
17335.0,"383 days 02:33:00",39,508.00
13653.0,"487 days 04:31:00",9,152.20
12726.0,"27 days 23:15:00",179,4014.60
14873.0,"209 days 22:58:00",49,854.13
17584.0,"6 days 19:38:00",125,5294.42
13473.0,"60 days 01:30:00",72,2410.98
14184.0,"66 days 00:07:00",24,452.89
18117.0,"25 days 00:03:00",74,320.72
16151.0,"598 days 01:25:00",1,-4217.59
14339.0,"234 days 01:19:00",27,600.66
17618.0,"5 days 01:00:00",380,4047.94
12610.0,"22 days 03:16:00",111,2057.99
12407.0,"49 days 02:39:00",77,1708.12
14852.0,"57 days 23:30:00",313,6123.63
17146.0,"105 days 00:06:00",309,5795.99
17115.0,"7 days 22:20:00",129,2616.29
13936.0,"170 days 19:06:00",60,924.36
18081.0,"35 days 20:20:00",17,343.45
13838.0,"5 days 01:50:00",472,1966.09
15776.0,"132 days 23:04:00",18,241.62
17511.0,"2 days 02:38:00",2134,171885.98
14303.0,"406 days 21:13:00",22,277.94
14240.0,"29 days 23:05:00",61,1247.49
13784.0,"9 days 03:17:00",45,2897.18
17250.0,"3 days 00:35:00",57,384.52
16007.0,"47 days 01:45:00",666,3075.14
14338.0,"157 days 20:50:00",53,894.10
16490.0,"429 days 16:58:00",16,179.16
18104.0,"36 days 22:43:00",38,754.64
12387.0,"414 days 20:23:00",9,143.94
16498.0,"160 days 21:43:00",16,86.12
14894.0,"84 days 22:59:00",49,1412.21
14901.0,"10 days 19:41:00",171,2277.05
15027.0,"30 days 02:34:00",94,2974.04
17079.0,"77 days 21:16:00",2,118.80
16658.0,"367 days 23:03:00",82,696.72
14797.0,"506 days 22:43:00",16,300.31
15369.0,"143 days 21:39:00",104,1713.39
14598.0,"43 days 23:31:00",130,221.97
14859.0,"12 days 01:32:00",67,1703.94
17351.0,"35 days 18:05:00",69,1988.23
17010.0,"16 days 01:46:00",12,185.46
13914.0,"3 days 01:56:00",34,613.95
17581.0,"00:29:00",881,18247.47
12848.0,"675 days 00:05:00",16,208.00
18115.0,"697 days 00:53:00",3,9.70
14796.0,"21:19:00",1582,10691.12
13152.0,"416 days 23:06:00",138,2114.98
12717.0,"150 days 21:59:00",72,1258.91
15346.0,"332 days 01:32:00",38,591.65
16228.0,"373 days 22:57:00",56,886.16
17170.0,"373 days 20:55:00",11,118.98
15364.0,"95 days 03:04:00",29,913.19
13926.0,"22 days 23:34:00",11,223.85
14817.0,"199 days 23:15:00",234,3889.21
12819.0,"457 days 21:30:00",19,540.52
17416.0,"29 days 00:03:00",600,17221.47
15050.0,"24 days 20:33:00",158,4138.87
13221.0,"239 days 19:52:00",66,847.41
14153.0,"482 days 22:15:00",17,233.40
12847.0,"21 days 23:34:00",126,1636.90
13558.0,"5 days 01:26:00",175,605.06
14433.0,"465 days 00:15:00",77,289.60
14104.0,"154 days",143,771.58
16244.0,"211 days 02:32:00",154,2579.38
15129.0,"49 days 22:10:00",207,6860.18
13593.0,"107 days 23:15:00",412,5475.21
15733.0,"282 days 03:45:00",10,162.30
13396.0,"21 days 03:08:00",47,1325.29
12992.0,"724 days 20:04:00",6,93.35
13843.0,"380 days 19:02:00",18,319.75
13481.0,"45 days 03:43:00",228,3798.84
18242.0,"71 days 23:07:00",140,3605.21
18280.0,"277 days 02:58:00",32,472.45
13818.0,"429 days 00:15:00",5,61.28
17069.0,"27 days 19:37:00",310,5718.40
12528.0,"8 days 22:10:00",95,1922.28
13816.0,"23 days 04:12:00",33,555.04
12535.0,"91 days 04:02:00",34,716.35
14011.0,"479 days 21:19:00",33,451.92
13231.0,"545 days 19:57:00",1,-355.20
13040.0,"8 days 02:12:00",43,676.99
14122.0,"394 days 03:12:00",16,309.77
14961.0,"10 days 03:08:00",680,16328.90
16864.0,"433 days 20:34:00",17,409.25
16615.0,"568 days 03:26:00",20,264.50
13432.0,"570 days 23:32:00",111,439.10
12465.0,"7 days 01:16:00",51,733.89
15178.0,"259 days 21:38:00",3,40.50
17758.0,"18 days 22:05:00",536,5012.53
16584.0,"79 days 23:05:00",92,3085.47
14319.0,"423 days 23:12:00",27,476.95
18165.0,"176 days 23:27:00",10,302.46
14302.0,"430 days 04:40:00",28,742.90
18227.0,"217 days 00:27:00",7,93.75
16098.0,"87 days 02:51:00",163,4448.10
17183.0,"7 days 02:43:00",76,3286.91
17015.0,"28 days 02:05:00",217,1842.56
13048.0,"13 days 23:27:00",273,4035.16
12414.0,"216 days 21:59:00",37,692.41
12585.0,"233 days 23:11:00",97,1982.81
12469.0,"522 days 00:10:00",76,3070.54
18141.0,"360 days 01:41:00",44,838.57
14039.0,"32 days 23:02:00",10,267.28
12664.0,"7 days 19:43:00",46,6052.04
13626.0,"252 days 02:45:00",46,689.49
15042.0,"198 days 20:25:00",9,315.45
14030.0,"17 days 20:02:00",870,8145.59
17844.0,"106 days 01:23:00",5,51.56
15994.0,"54 days 00:22:00",116,1198.84
15935.0,"238 days 23:23:00",34,108.04
14522.0,"23 days 23:26:00",46,1758.62
16987.0,"2 days 19:24:00",267,2524.00
16697.0,"240 days 19:38:00",21,112.75
15538.0,"537 days 02:01:00",33,3027.15
18196.0,"94 days 20:28:00",281,1464.31
16448.0,"197 days 20:22:00",52,367.87
16108.0,"84 days 00:59:00",143,2171.93
16682.0,"4 days 00:37:00",30,1028.00
12925.0,"4 days 01:39:00",50,729.33
13416.0,"43 days 03:54:00",26,940.80
15138.0,"384 days 22:22:00",33,486.59
15946.0,"502 days 00:32:00",26,2304.18
12924.0,"87 days 22:55:00",76,2423.15
16124.0,"315 days 20:45:00",88,1709.39
12492.0,"62 days 21:35:00",42,715.21
16619.0,"253 days 00:30:00",118,1916.53
15766.0,"63 days 19:47:00",28,799.66
14835.0,"526 days 19:20:00",3,293.10
16662.0,"393 days 19:54:00",29,163.80
12713.0,"00:34:00",38,848.55
16417.0,"492 days 03:42:00",1,35.70
13271.0,"36 days 22:07:00",101,178.26
14132.0,"1 day 23:15:00",201,3580.13
13229.0,"225 days 00:43:00",10,160.95
15900.0,"23 days 00:31:00",131,890.50
15225.0,"233 days 21:59:00",23,409.40
17554.0,"22:35:00",88,1952.45
16349.0,"290 days 00:10:00",9,53.50
16354.0,"62 days 22:22:00",142,1129.51
14843.0,"436 days 00:11:00",9,211.80
12632.0,"520 days 03:11:00",38,738.88
17722.0,"95 days 21:28:00",224,4386.96
17381.0,"8 days 00:51:00",175,39999.19
16109.0,"218 days 03:33:00",32,923.58
16270.0,"352 days 22:24:00",54,1141.24
17510.0,"24 days 02:50:00",35,514.56
14818.0,"73 days 01:49:00",107,1170.41
13415.0,"472 days 01:12:00",116,681.92
14296.0,"413 days 03:25:00",28,448.45
15939.0,"89 days 01:20:00",162,9047.64
12401.0,"302 days 23:00:00",5,84.30
14084.0,"511 days 22:14:00",7,150.50
12422.0,"95 days 03:02:00",176,4119.35
12857.0,"210 days 02:30:00",122,3684.25
15703.0,"264 days 01:59:00",5,211.50
13565.0,"18 days 22:17:00",60,414.80
13033.0,"356 days 22:27:00",13,220.55
16379.0,"3 days 21:12:00",109,2131.90
14815.0,"36 days 01:14:00",53,778.50
12408.0,"32 days 00:20:00",170,4279.64
16015.0,"3 days 01:52:00",184,690.54
15456.0,"282 days 22:59:00",230,2119.27
13634.0,"32 days 23:10:00",478,4519.55
17693.0,"135 days 19:38:00",18,187.02
18154.0,"2 days 20:09:00",47,932.60
15110.0,"23 days 01:34:00",58,1480.00
16983.0,"12 days 00:40:00",250,3699.17
16784.0,"19 days 00:30:00",160,896.53
13002.0,"317 days 21:32:00",23,414.13
15263.0,"106 days 02:24:00",12,156.51
13578.0,"408 days 23:06:00",9,147.66
16593.0,"50 days 00:09:00",80,1051.24
13182.0,"44 days 23:04:00",11,121.18
12600.0,"28 days 02:21:00",140,4955.79
17897.0,"172 days 01:27:00",348,2534.00
17325.0,"279 days 23:41:00",39,609.57
17144.0,"18:53:00",48,984.57
13254.0,"375 days 21:08:00",4,51.41
14180.0,"10 days 01:54:00",312,6110.75
16283.0,"5 days 00:42:00",604,4311.37
14540.0,"9 days 02:35:00",274,3785.44
16676.0,"33 days 00:49:00",136,2328.50
13773.0,"396 days 01:01:00",19,301.54
15452.0,"29 days 00:37:00",202,1799.11
17113.0,"504 days 19:50:00",172,2109.16
17882.0,"378 days 22:10:00",56,313.46
13155.0,"32 days 21:09:00",164,1750.18
18253.0,"642 days 00:12:00",7,317.88
15430.0,"467 days 02:08:00",41,903.75
13720.0,"116 days 00:04:00",43,799.90
13992.0,"29 days 21:27:00",11,219.50
12742.0,"599 days 01:40:00",68,1185.02
14388.0,"8 days 01:37:00",428,6589.30
15509.0,"379 days 22:02:00",29,166.51
13148.0,"28 days 21:27:00",841,8123.60
14553.0,"18 days 23:30:00",301,1816.04
15127.0,"65 days 02:20:00",28,711.50
15131.0,"394 days 00:43:00",7,80.28
16426.0,"1 day 22:49:00",372,1908.25
15712.0,"8 days 22:41:00",167,3467.46
16980.0,"254 days 20:14:00",112,1473.33
15621.0,"3 days 22:49:00",18,1158.77
15530.0,"21 days 00:25:00",143,1813.72
14841.0,"52 days 21:47:00",300,7163.00
17277.0,"227 days 00:03:00",69,1065.35
13401.0,"623 days 21:11:00",1,-1834.14
15306.0,"63 days 23:54:00",163,3480.98
17177.0,"504 days 21:57:00",29,119.50
15516.0,"44 days 01:59:00",15,62.43
13495.0,"7 days 01:29:00",159,5246.61
12476.0,"22:42:00",564,13715.62
15314.0,"198 days 22:11:00",51,800.65
17867.0,"29 days 22:35:00",163,895.78
13277.0,"15 days 03:29:00",23,523.30
14870.0,"261 days 01:59:00",69,1794.60
18043.0,"24 days 00:02:00",187,875.97
17498.0,"75 days 00:25:00",17,272.22
18199.0,"675 days 04:11:00",21,342.20
16158.0,"521 days 22:55:00",36,611.32
13005.0,"173 days 01:57:00",60,935.03
18138.0,"294 days 21:59:00",8,152.65
17118.0,"317 days 00:31:00",10,157.02
16847.0,"42 days 23:21:00",37,614.89
17054.0,"27 days 23:54:00",84,1353.83
12902.0,"264 days 00:44:00",10,138.68
16361.0,"9 days 00:18:00",106,896.66
13344.0,"67 days 03:05:00",119,2543.72
15938.0,"111 days 23:54:00",39,734.81
17321.0,"7 days 23:09:00",295,1741.18
18191.0,"261 days 00:42:00",15,529.40
17973.0,"51 days 02:16:00",15,337.04
13497.0,"282 days 03:46:00",69,1266.33
16836.0,"39 days 02:45:00",42,782.37
14273.0,"50 days 23:30:00",29,559.97
12653.0,"148 days 02:09:00",86,4160.83
13711.0,"218 days 02:19:00",103,1632.61
13633.0,"602 days 21:23:00",1,-306.66
17064.0,"58 days 02:32:00",62,859.35
14466.0,"28 days 22:43:00",216,4646.90
12960.0,"413 days 03:19:00",70,1322.07
15783.0,"10 days 03:00:00",14,246.30
15287.0,"21 days 21:16:00",37,854.58
17334.0,"300 days 20:16:00",32,634.73
13116.0,"116 days 22:14:00",31,485.19
12692.0,"636 days 22:48:00",13,110.95
15092.0,"214 days 22:40:00",46,773.16
17638.0,"646 days 22:18:00",3,842.40
16308.0,"37 days 01:26:00",7,5120.00
15548.0,"595 days 00:30:00",23,158.09
13542.0,"376 days 01:26:00",340,3970.77
13426.0,"03:51:00",345,8076.76
15979.0,"602 days 01:15:00",22,329.22
15394.0,"9 days 01:01:00",229,5251.40
17779.0,"20 days 22:35:00",84,642.17
16303.0,"25 days 02:01:00",293,7823.72
14739.0,"1 day 22:18:00",259,12269.57
15784.0,"467 days 02:12:00",43,848.33
15096.0,"42 days 02:23:00",11,219.39
17999.0,"36 days 20:54:00",176,730.90
17937.0,"8 days 01:05:00",43,4301.22
14768.0,"16 days 23:56:00",6,139.50
12592.0,"91 days 21:46:00",84,1152.62
17744.0,"3 days 00:39:00",152,2617.82
18180.0,"4 days 04:11:00",119,1843.75
13412.0,"619 days 20:22:00",34,487.35
15505.0,"52 days 04:54:00",99,3497.14
17733.0,"38 days 04:34:00",35,692.19
14451.0,"59 days 23:12:00",529,3265.59
16149.0,"4 days 01:21:00",30,422.22
17915.0,"550 days 23:28:00",35,242.13
17518.0,"425 days 00:10:00",77,329.42
18031.0,"378 days 01:50:00",65,462.10
17000.0,"395 days 23:15:00",30,406.30
15921.0,"172 days 01:47:00",83,802.11
15216.0,"87 days 01:09:00",24,486.09
16024.0,"11 days 23:24:00",86,484.20
13923.0,"53 days 00:17:00",20,351.13
15479.0,"732 days 21:42:00",9,147.40
14831.0,"573 days 22:27:00",90,1623.97
12645.0,"33 days 00:12:00",163,3499.10
14038.0,"77 days 23:13:00",168,3000.93
14455.0,"431 days 21:02:00",82,594.86
16640.0,"397 days 02:02:00",13,179.40
12486.0,"431 days 00:36:00",49,1037.28
14986.0,"375 days 21:25:00",100,566.90
13419.0,"63 days 00:01:00",16,221.06
17526.0,"17:54:00",101,3676.84
16672.0,"1 day 20:21:00",117,8093.59
16707.0,"399 days 22:11:00",66,551.11
17531.0,"120 days 02:31:00",65,1191.22
17575.0,"666 days 23:02:00",5,171.70
16828.0,"92 days 21:40:00",8,128.50
14175.0,"50 days 23:08:00",369,7350.44
13696.0,"421 days 03:06:00",25,2008.70
13244.0,"92 days 01:04:00",27,121.74
12650.0,"2 days 20:16:00",20,314.44
16752.0,"372 days 00:32:00",18,415.00
14801.0,"60 days 21:26:00",59,193.14
12886.0,"67 days 02:41:00",86,1351.09
13861.0,"428 days 22:30:00",23,251.31
17169.0,"49 days 17:35:00",85,1129.88
17817.0,"3 days 22:11:00",140,801.15
14566.0,"110 days 01:45:00",16,4092.00
17082.0,"32 days 21:33:00",170,4732.03
12914.0,"400 days 00:22:00",9,223.98
16407.0,"12 days 01:45:00",232,2821.65
15833.0,"737 days 00:51:00",5,80.40
17800.0,"36 days 23:53:00",104,1199.01
15168.0,"25 days 01:24:00",5,106.56
16242.0,"7 days 21:38:00",691,7433.30
15093.0,"17 days 23:41:00",346,13657.88
14782.0,"319 days 01:38:00",6,200.10
12973.0,"413 days 02:36:00",6,385.55
17333.0,"85 days 02:39:00",28,494.25
13280.0,"121 days 23:36:00",211,2297.13
13929.0,"168 days 21:24:00",60,3318.10
14736.0,"484 days 21:29:00",100,401.08
13478.0,"468 days 23:27:00",131,2068.03
16839.0,"8 days 03:47:00",390,20968.27
17310.0,"386 days 20:50:00",2,1025.10
14008.0,"374 days 23:31:00",33,493.74
15002.0,"115 days 02:06:00",370,4817.28
14523.0,"107 days 23:37:00",12,241.09
17656.0,"72 days 23:46:00",82,1674.69
15401.0,"451 days 23:08:00",14,216.95
16985.0,"16 days 23:17:00",247,10545.76
15474.0,"595 days 01:36:00",20,163.10
17836.0,"46 days 20:37:00",24,110.21
16527.0,"80 days 20:29:00",77,1272.44
17645.0,"727 days 23:19:00",1,-9.90
14067.0,"63 days 02:29:00",52,374.70
16543.0,"582 days 23:16:00",20,277.81
17954.0,"4 days 22:35:00",785,3831.56
13444.0,"373 days 23:48:00",58,631.68
13949.0,"2 days 03:15:00",160,2427.32
14635.0,"453 days 02:03:00",15,215.22
17706.0,"3 days 23:16:00",802,19543.90
15960.0,"373 days 20:53:00",27,394.00
15667.0,"39 days 01:54:00",13,301.32
16534.0,"641 days 21:03:00",36,635.90
16346.0,"384 days 20:55:00",15,224.51
17231.0,"11 days 21:32:00",1252,7091.07
17271.0,"735 days 23:01:00",52,210.39
15607.0,"336 days 00:06:00",115,1578.57
16825.0,"38 days 00:59:00",64,1826.89
12731.0,"23 days 00:51:00",396,25673.21
15903.0,"9 days 04:42:00",119,8859.82
17112.0,"502 days 01:36:00",50,205.17
17130.0,"681 days 20:03:00",1,-18.38
14987.0,"15 days 02:51:00",18,1632.25
15352.0,"548 days 01:22:00",37,114.95
12959.0,"483 days 19:30:00",9,133.35
12364.0,"7 days 02:28:00",85,1313.10
15929.0,"643 days 21:54:00",1,594.00
16917.0,"276 days 00:55:00",52,1848.88
17486.0,"260 days 22:50:00",24,396.87
17407.0,"411 days 00:53:00",23,552.90
16139.0,"18 days 04:13:00",57,1111.15
16212.0,"18 days 23:50:00",80,1284.56
17583.0,"559 days 22:26:00",7,135.95
17544.0,"389 days 21:42:00",92,960.69
13876.0,"63 days 02:28:00",7,122.70
14792.0,"63 days 03:31:00",4,0.00
13106.0,"128 days 01:00:00",17,586.46
17138.0,"275 days 00:56:00",256,4417.27
16192.0,"735 days 00:22:00",11,351.30
13242.0,"111 days 23:57:00",35,699.40
12508.0,"25 days 21:13:00",69,398.27
12855.0,"372 days 03:13:00",70,650.94
13785.0,"428 days 03:25:00",30,542.49
15727.0,"16 days 00:14:00",694,9445.51
14951.0,"78 days 21:35:00",20,311.69
17686.0,"6 days 21:11:00",429,8296.81
13398.0,"191 days 23:33:00",39,670.34
15202.0,"419 days 23:41:00",8,-2570.18
16496.0,"8 days 02:19:00",140,2293.47
16898.0,"25 days 21:06:00",295,887.67
14029.0,"62 days 22:04:00",15,467.66
17700.0,"16 days 00:59:00",368,6630.87
16710.0,"18 days 22:00:00",987,6336.34
14794.0,"2 days 02:39:00",107,1889.15
13692.0,"24 days 01:33:00",99,3016.45
17993.0,"616 days 22:27:00",64,235.19
14290.0,"10 days 22:48:00",172,4208.93
16521.0,"414 days 23:41:00",239,1148.01
13732.0,"27 days 21:01:00",33,491.86
16926.0,"370 days 23:08:00",115,1410.40
17030.0,"63 days 04:01:00",11,146.87
15729.0,"197 days 20:07:00",13,154.70
13590.0,"10 days 23:56:00",415,6298.29
17414.0,"43 days 00:37:00",21,2249.52
14737.0,"3 days 02:34:00",45,3554.17
15586.0,"590 days 19:43:00",39,1128.66
15768.0,"115 days 02:02:00",1241,15559.46
16703.0,"730 days 22:42:00",1,-15.00
17936.0,"4 days 23:18:00",77,389.84
16467.0,"508 days 01:01:00",25,2862.40
17026.0,"184 days 22:22:00",8,208.98
17972.0,"241 days 00:34:00",31,136.04
14234.0,"21 days 18:57:00",159,775.46
13139.0,"15 days 22:56:00",269,8193.83
14220.0,"246 days 23:27:00",38,1515.00
17968.0,"373 days 00:27:00",220,888.04
15906.0,"19 days 00:26:00",207,2467.89
12619.0,"15 days 21:58:00",105,3354.95
15467.0,"8 days 22:33:00",53,511.88
15795.0,"149 days 02:07:00",131,1979.87
12963.0,"7 days 23:55:00",197,3512.79
15990.0,"43 days 20:52:00",180,2010.05
13575.0,"22 days 23:36:00",46,732.07
14243.0,"8 days 01:38:00",382,7365.36
15024.0,"9 days 00:44:00",371,4075.51
15454.0,"361 days 22:29:00",41,307.69
12980.0,"155 days 01:08:00",59,15909.39
14116.0,"19 days 02:21:00",72,1382.74
16567.0,"193 days 22:53:00",35,865.60
13296.0,"136 days 23:04:00",53,792.51
16073.0,"291 days 00:17:00",2,94.35
17027.0,"78 days 00:26:00",188,1285.41
17798.0,"581 days 01:08:00",49,183.09
18030.0,"3 days 20:13:00",10,220.70
14590.0,"424 days 00:44:00",218,2884.29
15556.0,"23 days 20:42:00",31,279.77
17301.0,"20 days 23:07:00",121,330.43
13450.0,"26 days 00:56:00",148,4117.54
17343.0,"354 days 21:43:00",80,1259.94
16673.0,"678 days 22:28:00",20,188.83
14921.0,"29 days 23:33:00",78,1316.07
17292.0,"471 days 19:36:00",15,271.75
14053.0,"123 days 22:23:00",9,572.30
13032.0,"38 days 02:54:00",219,2817.59
15931.0,"427 days 20:04:00",14,239.90
14620.0,"203 days 22:36:00",30,393.28
15248.0,"410 days 23:41:00",111,1865.03
17827.0,"4 days 21:50:00",289,2381.30
17802.0,"81 days 21:54:00",559,4915.84
12362.0,"2 days 21:10:00",275,5284.58
14757.0,"74 days 22:14:00",19,420.50
18146.0,"140 days 00:42:00",10,160.35
17008.0,"428 days 21:31:00",1,81.36
14389.0,"8 days 03:31:00",118,1821.07
17235.0,"24 days 20:59:00",99,1904.88
14211.0,"52 days 23:27:00",253,4301.69
17365.0,"12 days 00:37:00",801,8205.83
14031.0,"6 days 19:37:00",805,38025.97
12843.0,"65 days 00:41:00",230,6345.61
16514.0,"629 days 23:02:00",1,-134.86
13636.0,"36 days 02:20:00",64,941.62
13519.0,"49 days 20:54:00",20,331.26
12678.0,"41 days 23:46:00",381,33851.13
13397.0,"72 days 01:54:00",93,3094.11
16030.0,"309 days 01:22:00",29,331.24
12851.0,"96 days 00:09:00",80,284.13
16211.0,"80 days 20:27:00",37,1086.34
16224.0,"56 days 18:59:00",116,1616.54
12740.0,"63 days 02:06:00",27,427.60
17096.0,"8 days 21:45:00",225,3690.83
13297.0,"7 days 03:18:00",124,4352.67
13264.0,"442 days 00:08:00",38,722.56
12525.0,"490 days 18:41:00",77,835.18
17244.0,"52 days 21:31:00",120,1826.04
